PROC_IDENT;PROC_FUNC;FUNCTIE_OMS;INK_UITG_IND;TARIEF_CODE_PRV;BER_NR_FUNC;REG_DAT_PR_VL;PROC_IDENT_COMB;PROC_FUNC_COMB;PROD_CODE_PR_V;B_DAT_PROD_PR_V
1225;8;GESLAAGD;1;0;39;19941213;NULL;NULL;NOPROD;20000101
1225;9;MISLUKT;1;0;39;19941213;NULL;NULL;NOPROD;20000101
1227;1;AANVRAAG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1227;2;COMPLETE HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1227;3;DEEL VAN HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1227;4;AANVRAAG VERVOLG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1227;5;MELDING "TEVEEL HITS";1;0;41;19950511;NULL;NULL;NOPROD;20000101
1227;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;1;AANVRAAG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;2;COMPLETE HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;3;DEEL VAN DE HITLIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;4;AANVRAAG VERVOLG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;5;MELDING "TEVEEL HITS";1;0;41;19950511;NULL;NULL;NOPROD;20000101
1228;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;1;AANVRAAG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;2;COMPLETE HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;3;DEEL VAN HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;4;AANVRAAG VERVOLG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;5;MELDING "TEVEEL HITS";1;0;41;19950511;NULL;NULL;NOPROD;20000101
1229;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;1;AANVRAAG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;2;COMPLETE HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;3;DEEL VAN DE HIT-LIJST;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;4;AANVRAAG VERVOLG HIT-LIJST;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;5;MELDING "TEVEEL HITS";1;0;41;19950511;NULL;NULL;NOPROD;20000101
1230;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1231;2;VOERTUIG DETAILINFORMATIE;1;0;25;19950511;NULL;NULL;NOPROD;20000101
1231;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;25;19950511;NULL;NULL;NOPROD;20000101
1231;11;AANVRAAG VRTG DETAILINFORMATIE;0;0;25;19950511;NULL;NULL;NOPROD;20000101
1232;1;AANVRAAG SELECTIE-OVZ GST-VRTG;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1232;2;ONTVANGSTBEVESTIGING AANVRAAG;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1232;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1233;1;AANVRAAG STAT-OVZ MOTORV-VRTG;0;0;41;19950511;NULL;NULL;NOPROD;20000101
1233;2;ONTVANGSTBEVESTIGING AANVRAAG;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1233;9;FOUTBERICHT INCLUSIEF FOUTCODE;1;0;41;19950511;NULL;NULL;NOPROD;20000101
1235;1;AANVRAAGBERICHT;0;0;37;19970627;NULL;NULL;NOPROD;20000101
1235;2;GEVRAAGDE GEGEVENS;1;0;37;19970627;NULL;NULL;30110703;20030101
1235;9;MISLUKT BERICHT;1;0;37;19970627;NULL;NULL;30110703;20030101
1239;1;VERFRISSING ZONDER RDW-MACHT;0;0;0;20000509;NULL;NULL;30220106;20050420
1239;2;?;1;0;0;20000509;NULL;NULL;NOPROD;20000101
1302;8;ANTWOORDBERICHT;1;0;0;20000509;NULL;NULL;NOPROD;20000101
1302;9;FOUTMELDING;1;0;0;20000509;NULL;NULL;NOPROD;20000101
1320;8;ANTWOORD GOED;1;0;103;20031016;NULL;NULL;NOPROD;20020101
1320;9;FOUT;1;0;103;20031016;NULL;NULL;NOPROD;20020101
1321;8;ANTWOORD GOED;1;0;104;20031016;NULL;NULL;NOPROD;20020101
1321;9;FOUT;1;0;104;20031016;NULL;NULL;NOPROD;20020101
1325;1;INKOMEND;0;0;84;20040322;NULL;NULL;NOPROD;20040101
1325;8;GOED UITGAAND;1;0;84;20040322;NULL;NULL;30110703;20040101
1325;9;FOUT UITGAAND;1;0;84;20040322;NULL;NULL;NOPROD;20040101
1332;1;AANVRAAG;0;0;107;20051027;NULL;NULL;NOPROD;20040101
1332;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113001;20050928
1332;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1333;1;AANVRAAG;1;0;105;20051027;NULL;NULL;NOPROD;20040101
1333;2;INTERN RDW;0;0;105;20060504;NULL;NULL;NOPROD;20040101
1333;3;INTERN RDW;1;0;105;20060504;NULL;NULL;NOPROD;20040101
1333;8;ANTWOORDBERICHT;1;0;105;20060201;NULL;NULL;30113002;20050928
1333;9;FOUTBERICHT;1;0;105;20060201;NULL;NULL;NOPROD;20040101
1334;1;AANVRAAG;0;0;106;20060201;NULL;NULL;NOPROD;20040101
1334;8;ANTWOORDBERICHT;1;0;106;20060201;NULL;NULL;30113051;20050929
1334;9;FOUTBERICHT;1;0;106;20060201;NULL;NULL;NOPROD;20040101
1335;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1335;2;INTERN RDW;0;0;109;20060504;NULL;NULL;NOPROD;20040101
1335;3;INTERN RDW;1;0;109;20060504;NULL;NULL;NOPROD;20040101
1335;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113101;20050928
1335;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1336;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1336;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113102;20050928
1336;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1337;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1337;2;INTERN RDW;0;0;109;20060504;NULL;NULL;NOPROD;20040101
1337;3;INTERN RDW;1;0;109;20060504;NULL;NULL;NOPROD;20040101
1337;7;INTERN RDW;1;0;109;20060504;NULL;NULL;NOPROD;20040101
1337;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113103;20050928
1337;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1338;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1338;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113104;20050928
1338;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1339;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1339;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113105;20050928
1339;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1340;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1340;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113106;20050928
1340;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1341;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1341;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113107;20050928
1341;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1342;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1342;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113108;20050928
1342;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1343;1;AANVRAAG;0;0;107;20051027;NULL;NULL;NOPROD;20040101
1343;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113003;20050928
1343;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1344;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1344;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113109;20050928
1344;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1345;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1345;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113110;20050928
1345;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1346;1;AANVRAAG;0;0;109;20051027;NULL;NULL;NOPROD;20040101
1346;8;ANTWOORDBERICHT;1;0;109;20060201;NULL;NULL;30113004;20050928
1346;9;FOUTBERICHT;1;0;109;20060201;NULL;NULL;NOPROD;20040101
1347;1;AANVRAAG;0;0;107;20051027;NULL;NULL;NOPROD;20040101
1347;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113005;20050928
1347;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1348;1;AANVRAAG;0;0;108;20060201;NULL;NULL;NOPROD;20040101
1348;8;ANTWOORDBERICHT;1;0;108;20060201;NULL;NULL;30113052;20050929
1348;9;FOUTBERICHT;1;0;108;20060201;NULL;NULL;NOPROD;20040101
1349;1;AANVRAAG;1;0;110;20060201;NULL;NULL;NOPROD;20040101
1349;8;ANTWOORDBERICHT;1;0;110;20060201;NULL;NULL;30113151;20050928
1349;9;FOUTBERICHT;1;0;110;20060201;NULL;NULL;NOPROD;20040101
1350;1;AANVRAAG;0;0;107;20051027;NULL;NULL;NOPROD;20040101
1350;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113006;20050930
1350;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1352;1;AANVRAAG;0;0;110;20060201;NULL;NULL;NOPROD;20040101
1352;8;ANTWOORDBERICHT;1;0;110;20060201;NULL;NULL;30113053;20050929
1352;9;FOUTBERICHT;1;0;110;20060201;NULL;NULL;NOPROD;20040101
1353;1;AANVRAAG;0;0;106;20051027;NULL;NULL;NOPROD;20040101
1353;2;AANVRAAG;0;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;3;ANTWOORDBERICHT;1;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;4;AANVRAAG;0;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;5;ANTWOORDBERICHT;1;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;6;AANVRAAG;0;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;7;ANTWOORDBERICHT;1;0;106;20060504;NULL;NULL;NOPROD;20040101
1353;8;ANTWOORDBERICHT;1;0;106;20060201;NULL;NULL;30113054;20050929
1353;9;FOUTBERICHT;1;0;106;20060201;NULL;NULL;NOPROD;20040101
1354;1;AANVRAAG;0;0;110;20051027;NULL;NULL;NOPROD;20040101
1354;2;INTERN RDW;0;0;110;20060504;NULL;NULL;NOPROD;20040101
1354;3;INTERN RDW;1;0;110;20060504;NULL;NULL;NOPROD;20040101
1354;8;ANTWOORDBERICHT;1;0;110;20060201;NULL;NULL;30113152;20050928
1354;9;FOUTBERICHT;1;0;110;20060201;NULL;NULL;NOPROD;20040101
1355;1;AANVRAAG;0;0;110;20060201;NULL;NULL;NOPROD;20040101
1355;8;ANTWOORDBERICHT;1;0;110;20060201;NULL;NULL;30113153;20050928
1355;9;FOUTBERICHT;1;0;110;20060201;NULL;NULL;NOPROD;20040101
1356;1;AANVRAAG;0;0;108;20051027;NULL;NULL;NOPROD;20040101
1356;8;ANTWOORDBERICHT;1;0;108;20060201;NULL;NULL;30113055;20050928
1356;9;FOUTBERICHT;1;0;108;20060201;NULL;NULL;NOPROD;20040101
1357;1;AANVRAAG;0;0;107;20051027;NULL;NULL;NOPROD;20040101
1357;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113007;20050928
1357;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1378;1;AANVRAAG;0;0;117;20051027;NULL;NULL;NOPROD;20040101
1378;8;ANTWOORDBERICHT;1;0;117;20060201;NULL;NULL;NOPROD;20040101
1474;1;AANVRAAGBERICHT;0;0;25;20070411;NULL;NULL;NOPROD;20040101
1474;2;ANTWOORDBERICHT;1;0;25;20070411;NULL;NULL;30214102;20050101
1474;4;HERBEVESTIGING;1;0;25;20070411;NULL;NULL;NOPROD;20040101
1474;9;FOUTBERICHT;1;0;25;20070411;NULL;NULL;NOPROD;20040101
1475;1;AANVRAAGBERICHT;0;0;25;20070411;NULL;NULL;NOPROD;20040101
1475;2;ANTWOORDBERICHT;1;0;25;20070411;NULL;NULL;30211207;20070101
1475;3;HERBEVESTIGING;1;0;25;20070411;NULL;NULL;NOPROD;20040101
1475;4;?;1;0;25;20070411;NULL;NULL;NOPROD;20040101
1475;9;FOUTBERICHT;1;0;25;20070411;NULL;NULL;NOPROD;20040101
1487;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1487;7;ANTWOORD;1;0;0;20051128;NULL;NULL;30110703;20050101
1487;9;FOUT BERICHT;1;0;0;20060126;NULL;NULL;NOPROD;20040101
1488;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1488;7;ANTWOORD;1;0;0;20051128;NULL;NULL;30110703;20050101
1488;9;FOUT BERICHT;1;0;0;20060126;NULL;NULL;NOPROD;20040101
1489;7;ANTWOORD;1;0;0;20051128;NULL;NULL;30110703;20050101
1489;9;FOUTBERICHT;1;0;0;20060213;NULL;NULL;NOPROD;20040101
1492;7;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;30110703;20050101
1541;1;AANVRAAG BET/UITV RECHT BESL;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;2;AANVRAAG DOORRIJDEN NA TANKEN;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;7;ANTWOORD BET/UITV RECHT BESL;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;8;ANTWOORD DOORRIJDEN NA TANKEN;1;0;0;20040907;NULL;NULL;30111402;20040903
1541;9;FOUT;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;1;VRAAG BET/UITV RECHT BESL;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;2;VRAAG DOORRIJDEN NA TANKEN;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;7;ANTWOORD BET/UITV RECHT BESL;1;0;0;20040907;NULL;NULL;30111401;20040903
1542;8;ANTWOORD DOORRIJDEN NA TANKEN;1;0;0;20040907;NULL;NULL;30111402;20040903
1542;9;FOUT;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1573;1;TENAAMSTELLEN NP MET RIJBEWIJS;0;0;0;20050606;NULL;NULL;30220101;20050527
1573;3;TENAAMSTELLING VB;0;0;0;20070104;NULL;NULL;30220401;20070101
1574;1;TENAAMSTELLEN NP MET PASPOORT;0;0;0;20050606;NULL;NULL;30220102;20050527
1575;1;TENAAMSTELLEN KVK-INGESCH. RP;0;0;0;20050606;NULL;NULL;30220103;20050527
1575;3;TENAAMSTELLING VB;0;0;0;20070104;NULL;NULL;30220401;20070101
1576;1;TENAAMSTELLING PURK;0;0;0;20050606;NULL;NULL;30220104;20050527
1577;1;OPNAME IN BEDRIJFSVOORRAAD;0;0;0;20050606;NULL;NULL;30221102;20050527
1595;1;AANVRAAGBERICHT;0;0;0;20061206;NULL;NULL;NOPROD;20040101
1595;8;ANTWOORDBERICHT;1;0;0;20061206;NULL;NULL;NOPROD;20040101
1595;9;ANTWOORDBERICHT;1;0;0;20061206;NULL;NULL;30120703;20050527
1599;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1599;2;ANTWOORDBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1599;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1600;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1600;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;30120703;20050527
1600;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1606;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1607;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1608;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1609;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1618;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1618;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113201;20050928
1618;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1619;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1619;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113202;20050928
1619;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1620;1;AANVRAAG;0;0;161;20060201;NULL;NULL;NOPROD;20040101
1620;8;ANTWOORDBERICHT;1;0;161;20060201;NULL;NULL;30113203;20050928
1620;9;FOUTBERICHT;1;0;161;20060201;NULL;NULL;NOPROD;20040101
1621;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1621;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113204;20050928
1621;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1622;1;AANVRAAG;0;0;107;20060201;NULL;NULL;NOPROD;20040101
1622;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113205;20050928
1622;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1623;1;AANVRAAG;0;0;57;20060201;NULL;NULL;NOPROD;20040101
1623;8;ANTWOORDBERICHT;1;0;57;20060201;NULL;NULL;30113205;20050928
1623;9;FOUTBERICHT;1;0;57;20060201;NULL;NULL;NOPROD;20040101
1650;1;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1650;2;ANTWOORDBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1650;9;FOUTBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;1;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;2;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;8;ANTWOORDBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;9;FOUTBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1652;1;AANVRAAGBERICHT;0;0;168;20060822;NULL;NULL;NOPROD;20040101
1652;2;ANTWOORDBERICHT;1;0;168;20060822;NULL;NULL;NOPROD;20040101
1652;9;FOUTBERICHT;1;0;168;20060822;NULL;NULL;NOPROD;20040101
1653;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1653;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1653;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1659;1;AANVRAAGBERICHT;0;0;169;20060821;NULL;NULL;NOPROD;20040101
1659;2;ANTWOORDBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1659;9;FOUTBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;1;AANVRAAGBERICHT;0;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;2;ANTWOORDBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;9;FOUTBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1688;1;AANVRAAG;0;0;0;20080401;NULL;NULL;NOPROD;20040101
1688;2;AANVRAAG MET A-NUMMER;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1688;3;AANVRAAG SOFI-NUMMER;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1688;8;ANTWOORD MET NATUURL.PERSOON;1;0;0;20060501;NULL;NULL;30131211;20080401
1688;9;FOUTBERICHT;1;0;0;20080401;NULL;NULL;NOPROD;20040101
1689;1;AANVRAAG UITGEBREID;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1689;8;ANTWOORD MET NAT PERS;1;0;0;20060501;NULL;NULL;NOPROD;20040101
1705;1;AANVRAAGBERICHT;0;0;188;20060821;NULL;NULL;NOPROD;20040101
1705;2;ANTWOORDBERICHT;1;0;188;20060821;NULL;NULL;NOPROD;20040101
1705;9;FOUTBERICHT;1;0;188;20060821;NULL;NULL;NOPROD;20040101
1706;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1706;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1706;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1722;1;AANVRAAGBERICHT;0;0;191;20060822;NULL;NULL;NOPROD;20040101
1722;2;ANTWOORDBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1722;9;FOUTBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1736;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1736;2;ANTWOORDEBERICHT;1;0;0;20060202;NULL;NULL;30110703;20050101
1736;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1737;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1737;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;NOPROD;20040101
1737;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1738;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1738;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;NOPROD;20040101
1738;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1757;1;AANVRAAGBERICHT;0;0;204;20060821;NULL;NULL;NOPROD;20040101
1757;2;ANTWOORDBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1757;9;FOUTBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1758;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1758;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1758;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1759;1;AANVRAAGBERICHT;0;0;204;20060821;NULL;NULL;NOPROD;20040101
1759;2;ANTWOORDBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1759;9;FOUTBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1762;2;ANTWOORDBERICHT;1;0;48;20060822;NULL;NULL;NOPROD;20040101
1762;9;FOUTBERICHT;1;0;48;20060822;NULL;NULL;NOPROD;20040101
1764;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1764;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1764;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1794;1;AANVRAAGBERICHT;0;0;211;20060821;NULL;NULL;NOPROD;20040101
1794;2;ANTWOORDBERICHT;1;0;211;20060821;NULL;NULL;NOPROD;20040101
1794;9;FOUTBERICHT;1;0;211;20060821;NULL;NULL;NOPROD;20040101
1888;1;INLEZEN CD-ROMS;0;0;0;20060504;NULL;NULL;NOPROD;20040101
1888;8;TERUGSTUREN UITVALBESTAND;1;0;0;20060504;NULL;NULL;NOPROD;20040101
1888;9;TERUGSTUREN FOUTENVERSLAG;1;0;0;20060504;NULL;NULL;NOPROD;20040101
1895;1;AANVRAAGBERICHT;0;0;241;20060628;NULL;NULL;NOPROD;20040101
1895;8;ANTWOORDBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1895;9;FOUTBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;1;AANVRAAG BERICHT;0;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;8;ANTWOORDBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;9;FOUTBERICHT;1;0;214;20060628;NULL;NULL;NOPROD;20040101
1899;8;ANTWOORDBERICHT;1;0;0;20060530;NULL;NULL;NOPROD;20040101
1899;9;FOUTBERICHT;1;0;0;20060530;NULL;NULL;NOPROD;20040101
1902;1;AANVRAAG;0;0;0;20070124;NULL;NULL;NOPROD;20040101
