PRODUKT_CODE;B_DAT_PRODUKT;E_DAT_PRODUKT;NAAM_PRODUKT;BEDRAG_NET_PROD;BEDRAG_BTW_PROD;KOST_PRYS_PROD;MUT_DAT_PROD;AMBT_CODE_MUT;TAR_CODE_PROD;ORG_OND_C_PROD;TYD_STEMPEL
*RBD0001;20000101;99999999;ZIE UW NOTA AFD. TW;0.00;0.00;0.00;20010616;RAP;0;BID;3201759078
*RBD0001;19971101;19991231;ZIE UW NOTA AFD. TW;0.00;0.00;0.00;20010616;RAP;0;BID;3201759078
001;20090311;20091231;ADR-DOCUMENT;15.00;0.00;1.00;20091102;SAP;865;BUD;3466256503
001;20090205;20090310;AFGIFTE DOCUMENT (ADR/COP/CEMT/TAXIBIJL);15.00;0.00;1.00;20090204;SAP;865;BUD;3445787054
001;20070106;20090204;ADR-DOCUMENT;15.00;0.00;1.00;20070105;SAP;865;BUD;3442842113
001;20050706;20070105;VLG-DOCUMENT;15.00;0.00;1.00;20050705;SAP;865;BUD;3377091732
001;20050527;20050705;VLG-DOCUMENT;15.00;0.00;1.00;20050526;SAP;865;BUD;3329658046
001;20040101;20050526;VLG-DOCUMENT;15.00;0.00;1.00;20031029;RAP;865;BUD;3326196007
001;20030101;20031231;VLG-DOCUMENT;14.50;0.00;1.00;20021008;RAP;865;BUD;3243159498
001;20020101;20021231;VLG-DOCUMENT;13.60;0.00;1.00;20011031;EUR;865;BUD;3213621518
001;20000101;20011231;VLG-DOCUMENT;30.00;0.00;1.00;20011031;RAP;865;BUD;3213621519
002;20060101;20090630;TOESLAG INDIV. TOEL. EENVOUDIGE AHW;84.00;0.00;1.00;20090623;SAP;967;BUD;3454851719
002;20050527;20051231;TOESLAG INDIV. TOEL. EENVOUDIGE AHW;80.00;0.00;1.00;20051215;SAP;967;BUD;3343741279
002;20050401;20050526;TOESLAG INDIV. TOEL. EENVOUDIGE AHW;80.00;0.00;1.00;20050323;RAP;967;BUD;3326196007
002;20050105;20050331;PRODUCT VERVALLEN;160.00;0.00;1.00;20050104;RAP;967;BUD;3313919190
002;20050101;20050104;CONVERSIE ROUTE A;160.00;0.00;1.00;20041026;RAP;967;BUD;3307851643
002;20040101;20041231;CONVERSIE ROUTE A;157.50;0.00;1.00;20031106;RAP;967;BUD;3277193831
002;20031105;20031231;CONVERSIE ROUTE A;150.00;0.00;1.00;20031104;RAP;967;BUD;3277026985
002;20031101;20031104;CONVERSIE ROUTE A;157.50;0.00;1.00;20031031;RAP;967;BUD;3276689690
002;20030101;20031031;CONVERSIE ROUTE A;150.00;0.00;1.00;20021008;RAP;967;BUD;3243159940
002;20020901;20021231;CONVERSIE ROUTE A;142.90;0.00;1.00;20020813;RAP;967;BUD;3238324895
002;20020101;20020831;VERVANGEND KEURINGSRAPPORT/STICKER;0.00;0.00;1.00;20011031;EUR;967;BUD;3213621518
002;20000101;20011231;VERVANGEND KEURINGSRAPPORT/STICKER;0.00;0.00;1.00;20011031;RAP;967;BUD;3213621519
002;19960101;19991231;VERVANGEND KEURINGSRAPPORT/STICKER;0.00;0.00;1.00;20010616;RAP;967;BUD;3201759078
003;20130110;99999999;VERVANGEND KEURINGSBEWIJS;16.00;0.00;1.00;20130109;SAP;963;BUD;3566826017
003;20130104;20130109;VERVANGEND KEURINGSBEWIJS;15.00;0.00;1.00;20130103;SAP;963;BUD;3566826017
003;20100101;20130103;VERVANGEND KEURINGSBEWIJS;15.00;0.00;1.00;20091231;SAP;963;BUD;3566307616
003;20050706;20091231;VERVANGEND KEURINGSBEWIJS;15.00;0.00;1.00;20091102;SAP;963;BUD;3466256503
003;20050527;20050705;VERVANGEND KEURINGSBEWIJS;15.00;0.00;1.00;20050526;SAP;963;BUD;3329658046
003;20040101;20050526;VERVANGEND KEURINGSBEWIJS;15.00;0.00;1.00;20031029;RAP;963;BUD;3326196006
003;20030101;20031231;VERVANGEND KEURINGSBEWIJS;11.50;0.00;1.00;20021008;RAP;963;BUD;3243160107
003;20020101;20021231;VERVANGEND KEURINGSBEWIJS;11.30;0.00;1.00;20011031;EUR;963;BUD;3213621518
003;20000101;20011231;VERVANGEND KEURINGSBEWIJS;25.00;0.00;1.00;20011031;RAP;963;BUD;3213621519
003;19961012;19991231;VERVANGEND KEURINGSBEWIJS;25.00;0.00;1.00;20010616;RAP;963;BUD;3201759078
003;19960101;19961011;DUPLICAAT KEURINGSBEWIJS;25.00;0.00;1.00;19960424;RAP;963;BUD;3039417407
004;20050601;99999999;BETAALDE INLICHTINGEN WAM;4.60;0.00;1.00;20050531;SAP;912;BUD;3326696291
004;20040123;20050531;PRODUCT VERVALLEN 01-01-'04 (SPOEDAFH.);1.00;0.00;1.00;20040122;RAP;912;BUD;3326696291
004;20030101;20040122;SPOEDAFHANDELING;113.25;0.00;1.00;20021126;RAP;912;BUD;3247374345
004;20020101;20021231;SPOEDAFHANDELING;113.25;0.00;1.00;20011107;RAP;912;BUD;3214203780
004;20000101;20011231;SPOEDAFHANDELING;250.00;0.00;1.00;20011031;RAP;912;BUD;3213621519
004;19961008;19991231;SPOEDAFHANDELING;250.00;0.00;1.00;20010616;RAP;912;BUD;3201759078
004;19960101;19961007;SPOEDAFHANDELING;250.00;0.00;1.00;19960424;RAP;912;BUD;3039416969
005;20110901;99999999;UITVOERVERKLARING ZONDER KENTEKEN;0.00;0.00;1.00;20110831;SAP;985;BUD;3523885275
005;20100101;20110831;UITVOERVERKLARING ZONDER KENTEKEN;11.50;0.00;1.00;20110818;SAP;985;BUD;3522762084
005;20070101;20091231;UITVOERVERKLARING ZONDER KENTEKEN;11.50;0.00;1.00;20091102;SAP;985;BUD;3466256503
005;20060106;20061231;UITVOERVERKLARING ZONDER KENTEKEN;11.55;0.00;1.00;20061204;SAP;985;BUD;3374326927
005;20050527;20060105;UITVOERVERKLARING ZONDER KENTEKEN;11.55;0.00;1.00;20050526;SAP;985;BUD;3345555690
005;20050101;20050526;UITVOERVERKLARING ZONDER KENTEKEN;11.55;0.00;1.00;20041026;RAP;985;BUD;3326196006
005;20040101;20041231;UITVOERVERKLARING ZONDER KENTEKEN;11.00;0.00;1.00;20031029;RAP;985;BUD;3276498609
005;20020101;20031231;UITVOERVERKLARING;0.00;0.00;1.00;20011031;EUR;985;BUD;3213621518
005;20000101;20011231;UITVOERVERKLARING;0.00;0.00;1.00;20011031;RAP;985;BUD;3213621519
005;19961002;19991231;UITVOERVERKLARING;0.00;0.00;1.00;20010616;RAP;985;BUD;3201759078
005;19960101;19961001;UITVOERVERKLARING;0.00;0.00;1.00;19960424;RAP;985;BUD;3039418493
006;20151217;99999999;VERVANGENDE CARD EN TENAAMSTELLINGSCODE;31.50;0.00;1.00;20151216;SAP;913;BUD;3659360419
006;20131205;20151216;VERVANGENDE KC EN TENAAMSTELLINGSCODE;31.50;0.00;1.00;20131204;SAP;913;BUD;3659360419
006;20130101;20131204;VERV.KENTEKENBEWIJS (HAND./VERL./VERSL.);31.50;0.00;1.00;20121231;SAP;913;BUD;3595251615
006;20100101;20121231;VERV.KENTEKENBEWIJS (HAND./VERL./VERSL.);31.00;0.00;1.00;20121211;SAP;913;BUD;3564320412
006;20090205;20091231;VERV.KENTEKENBEWIJS (HAND./VERL./VERSL.);29.50;0.00;1.00;20091030;SAP;913;BUD;3465997302
006;20030122;20090204;VERV.KENT.BEWIJS VERLOREN/VERSLETEN.;29.50;0.00;1.00;20030121;RAP;913;BUD;3442842113
007;20131205;99999999;VERZOEK AANPASSEN KENTEKENREGISTER;0.00;0.00;1.00;20131204;SAP;914;BUD;3595251615
007;20130104;20131204;WIJZIGING VOERTUIGBEWIJS & OVERSCHR.BEW.;0.00;0.00;1.00;20130103;SAP;914;BUD;3595251615
007;20090206;20130103;WIJZIGING VOERTUIGBEWIJS & OVERSCHR.BEW.;0.00;0.00;1.00;20090205;SAP;914;BUD;3566307616
007;20050707;20090205;WIJZIGING KENTEKENBEWIJS ZONDER KEURING;0.00;0.00;1.00;20050706;SAP;914;BUD;3442928548
007;20040422;20050706;WIJZIGING KENTEKENBEWIJS ZONDER KEURING;0.00;0.00;1.00;20011031;EUR;914;BUD;3329744451
007;20020101;20040421;WIJZIGING KENTEKENBEWIJS ZONDER KEURING;0.00;0.00;1.00;20011031;EUR;914;BUD;3213621518
007;20000101;20011231;WIJZIGING KENTEKENBEWIJS ZONDER KEURING;0.00;0.00;1.00;20011031;RAP;914;BUD;3213621519
007;19960101;19991231;WIJZIGING KENTEKENBEWIJS ZONDER KEURING;0.00;0.00;1.00;20010616;RAP;914;BUD;3201759078
008;20100101;99999999; VERVANGEND HANDELAREN KENTEKENBEWIJS;29.50;0.00;1.00;20091231;SAP;968;BUD;3471354112
008;20070424;20091231; VERVANGEND HANDELAREN KENTEKENBEWIJS;29.50;0.00;1.00;20091102;SAP;968;BUD;3466256503
008;20050601;20070423;HANDELAREN KENTEKENBEWIJS;29.50;0.00;1.00;20050531;SAP;968;BUD;3386422938
008;19960101;19961231;VERKLARING KEURINGSRAPPORT T.B.V. VLG;20.00;0.00;1.00;19960819;RAP;968;BUD;3049529813
009;20130101;99999999;WIJZIGING TOEGESTANE MAXIMUM MASSA;58.00;0.00;1.00;20121231;SAP;969;BUD;3566048416
009;20090206;20121231;WIJZIGING TOEGESTANE MAXIMUM MASSA;57.75;0.00;1.00;20121211;SAP;969;BUD;3564320412
009;20080401;20090205;WIJZIGEN TOEGESTANE MAXIMUM MASSA;57.75;0.00;1.00;20080331;SAP;969;BUD;3442928548
009;20050706;20070331;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;15.00;0.00;1.00;20070329;SAP;969;BUD;3384262926
009;20050527;20050705;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;15.00;0.00;1.00;20050526;SAP;969;BUD;3329658046
009;20040101;20050526;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;15.00;0.00;1.00;20031029;RAP;969;BUD;3326196006
009;20030101;20031231;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;25.00;0.00;1.00;20021008;RAP;969;BUD;3243160501
009;20020101;20021231;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;24.05;0.00;1.00;20011031;EUR;969;BUD;3213621518
009;20000101;20011231;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;50.00;0.00;1.00;20011031;RAP;969;BUD;3213621519
009;19970103;19991231;AFGIFTE ADR DOCUMENT I.V.M ONTHEFFING;50.00;0.00;1.00;20010616;RAP;969;BUD;3201759078
009;19970101;19970102;VERKLARING MOD.RDW 9009 T.B.V. VLG;50.00;0.00;1.00;19961128;RAP;969;BUD;3058254950
009;19961220;19961231;AFGIFTE ADR DOCUMENT I.V.M. ONTHEFFING.;42.00;0.00;1.00;19961219;RAP;969;BUD;3060058060
009;19960101;19961219;VERKLARING MOD.RDW 9009 T.B.V. VLG;42.00;0.00;1.00;19960424;RAP;969;BUD;3039418334
010;20061111;99999999;REGISTR.VERKL. S26 EN S28 INFO KENT.REG.;7.95;0.00;1.00;20061110;SAP;970;BUD;3372253315
010;20050601;20061110;REGISTRATIEVERKLARING S26 EN S28;7.95;0.00;1.00;20050531;SAP;970;BUD;3372253315
010;19970109;19991231;LEGES KENTEKENBEWIJS;0.00;0.00;0.00;20010616;RAP;970;BUD;3201759078
010;19961002;19970108;LEGES KENTEKENBEWIJS;22.00;0.00;1.00;19961001;RAP;970;BUD;3053247843
010;19960101;19961001;LEGES KENTEKENBEWIJS;22.00;0.00;1.00;19960424;RAP;970;BUD;3039418386
011;20150901;99999999;INSCHRIJVING IN HET KENTEKENREGISTER;39.00;0.00;1.00;20150831;SAP;971;BUD;3650115616
011;20131205;20150831;TARIEF INSCHRIJVING IN HET KENT.REGISTER;39.00;0.00;1.00;20131204;SAP;971;BUD;3650115616
011;20130101;20131204;LEGES VOERTUIGBEWIJS (DEEL 1A);39.00;0.00;1.00;20121231;SAP;971;BUD;3595251615
011;20100101;20121231;LEGES VOERTUIGBEWIJS (DEEL 1A);38.00;0.00;1.00;20121211;SAP;971;BUD;3564320412
011;20090508;20091231;LEGES VOERTUIGBEWIJS (DEEL 1A);37.00;0.00;1.00;20091030;SAP;971;BUD;3465997302
011;20090205;20090507;LEGES VOERTUIGBEWIJS (DEEL 1A);37.00;0.00;1.00;20090204;SAP;971;BUD;3450790903
011;20050527;20090204;LEGES VOERTUIGBEWIJS;37.00;0.00;1.00;20050526;SAP;971;BUD;3442842113
011;20040422;20050526;LEGES VOERTUIGBEWIJS;37.00;0.00;1.00;20040421;RAP;971;BUD;3326196006
011;20040101;20040421;LEGES KENTEKENBEWIJS;37.00;0.00;1.00;20031029;RAP;971;BUD;3276498765
011;20030101;20031231;LEGES REGISTRATIEBEWIJS;33.25;0.00;1.00;20021126;RAP;971;BUD;3247374430
011;20020101;20021231;LEGES REGISTRATIEBEWIJS;31.75;0.00;1.00;20011031;EUR;971;BUD;3213621518
011;20010201;20011231;LEGES REGISTRATIEBEWIJS;70.00;0.00;1.00;20011031;RAP;971;BUD;3213621519
011;19961002;20010131;LEGES REGISTRATIEBEWIJS;93.25;0.00;1.00;19961001;RAP;971;BUD;3053247889
011;19960101;19961001;LEGES REGISTRATIEBEWIJS;93.25;0.00;1.00;19960424;RAP;971;BUD;3039418441
012;20130104;99999999;BOEK APK REGELGEVING;38.00;0.00;1.00;20130103;SAP;972;BUD;3566307616
012;20130101;20130103;BOEK APK REGELGEVING;38.00;0.00;1.00;20121231;SAP;972;BUD;3566307616
012;20120207;20121231;BOEK APK REGELGEVING;37.50;0.00;1.00;20121211;SAP;972;BUD;3564320412
012;20070508;20120206;CD ROM/BOEK APK REGELGEVING;37.50;0.00;1.00;20070507;SAP;972;BUD;3537622823
012;20000101;20030331;VOORONDERZOEK VIN (VERVALLEN MIV 1-5-99);0.00;0.00;0.00;20010616;RAP;3214;BUD;3201759078
012;19990501;19991231;VOORONDERZOEK VIN (VERVALLEN MIV 1-5-99);0.00;0.00;0.00;20010616;RAP;3214;BUD;3201759078
012;19990101;19990430;VOORONDERZOEK VIN;70.00;0.00;1.00;19981023;RAP;3214;BUD;3118222048
0122;20000101;20031231;VOORONDERZOEK MT.VTG.EXT.ZWAAR (ZIE 947);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759078
0122;19990724;19991231;VOORONDERZOEK MT.VTG.EXT.ZWAAR (ZIE 947);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759078
0122;19990701;19990723;VOORONDERZOEK MT.VTG.EXT.ZWAAR;70.00;0.00;1.00;19990625;RAP;0;BUD;3141799075
0123;20000101;20031231;VOORONDERZOEK OPLEGGER LICHT (ZIE 951);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0123;19990724;19991231;VOORONDERZOEK OPLEGGER LICHT (ZIE 951);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0123;19990701;19990723;VOORONDERZOEK OPLEGGER LICHT;70.00;0.00;1.00;19990625;RAP;0;BUD;3141799170
0124;20000101;20031231;VOORONDERZOEK OPLEGGER ZWAAR (ZIE 953);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0124;19990724;19991231;VOORONDERZOEK OPLEGGER ZWAAR (ZIE 953);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0124;19990701;19990723;VOORONDERZOEK OPLEGGER ZWAAR;70.00;0.00;1.00;19990625;RAP;0;BUD;3141799242
0125;20000101;20031231;VOORONDERZOEK AANHANGER LICHT(ZIE 955);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0125;19990724;19991231;VOORONDERZOEK AANHANGER LICHT(ZIE 955);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0125;19990701;19990723;VOORONDERZOEK AANHANGER LICHT;70.00;0.00;1.00;19990625;RAP;0;BUD;3141799306
0126;20000101;20031231;VOORONDERZOEK AANHANGER ZWAAR (ZIE 957);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0126;19990724;19991231;VOORONDERZOEK AANHANGER ZWAAR (ZIE 957);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0126;19990701;19990723;VOORONDERZOEK AANHANGER ZWAAR;70.00;0.00;1.00;19990630;RAP;0;BUD;3141799387
0127;20000101;20031231;VOORONDERZOEK MOTORFIETS (ZIE 949);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0127;19990724;19991231;VOORONDERZOEK MOTORFIETS (ZIE 949);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0127;19990701;19990723;VOORONDERZOEK MOTORFIETS;70.00;0.00;1.00;19990630;RAP;0;BUD;3141799455
0128;20000101;20031231;(HER)INSLAG VIN MT/VTG LICHT (ZIE 944);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0128;19990724;19991231;(HER)INSLAG VIN MT/VTG LICHT (ZIE 944);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0128;19990701;19990723;(HER)INSLAG VIN MT/VTG LICHT;40.00;0.00;1.00;19990625;RAP;0;BUD;3141799525
0129;20000101;20031231;(HER)INSLAG VIN MT.VTG ZWAAR (ZIE 946);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0129;19990724;19991231;(HER)INSLAG VIN MT.VTG ZWAAR (ZIE 946);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0129;19990701;19990723;(HER)INSLAG VIN MT.VTG ZWAAR;40.00;0.00;1.00;19990625;RAP;0;BUD;3141799582
013;20130101;99999999;WAARMERKEN KOPIE KB VOOR SPANJE;13.00;0.00;1.00;20121231;SAP;973;BUD;3566048416
013;20100101;20121231;WAARMERKEN KOPIE KB VOOR SPANJE;12.50;0.00;1.00;20121211;SAP;973;BUD;3564320412
013;20080201;20091231;WAARMERKEN KOPIE KB VOOR SPANJE;11.00;0.00;1.00;20091030;SAP;973;BUD;3465997302
013;20070426;20080131;WAARMERKEN KOPIE KB VOOR SPANJE;10.50;0.00;1.00;20080122;SAP;973;BUD;3410096494
013;20000101;20030331;(HER)INSLAG VIN (VERVALLEN MIV 1-5-99);0.00;0.00;0.00;20010616;RAP;3215;BUD;3201759079
013;19990501;19991231;(HER)INSLAG VIN (VERVALLEN MIV 1-5-99);0.00;0.00;0.00;20010616;RAP;3215;BUD;3201759079
013;19990101;19990430;(HER)INSLAG VIN;40.00;0.00;1.00;19981023;RAP;3215;BUD;3118222168
0130;20000101;20031231;(HER)INSL VIN MT VTG EXT.ZWAAR (ZIE 948);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0130;19990724;19991231;(HER)INSL VIN MT VTG EXT.ZWAAR (ZIE 948);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0130;19990701;19990723;(HER)INSLAG VIN MT. VTG EXT.ZWAAR;40.00;0.00;1.00;19990625;RAP;0;BUD;3141799711
0131;20000101;20031231;(HER)INSLAG VIN OPLEGGER LICHT(ZIE 952);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0131;19990724;19991231;(HER)INSLAG VIN OPLEGGER LICHT(ZIE 952);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0131;19990701;19990723;(HER)INSLAG VIN OPLEGGER LICHT;40.00;0.00;1.00;19990625;RAP;0;BUD;3141799770
0132;20000101;20031231;(HER)INSLAG VIN OPLEGGER ZWAAR (ZIE 954);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0132;19990724;19991231;(HER)INSLAG VIN OPLEGGER ZWAAR (ZIE 954);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0132;19990701;19990723;(HER)INSLAG VIN OPLEGGER ZWAAR;40.00;0.00;1.00;19990625;RAP;0;BUD;3141799956
0133;20000101;20031231;(HER)INSLAG VIN AANHANGER LICHT (ZIE 956;0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0133;19990724;19991231;(HER)INSLAG VIN AANHANGER LICHT (ZIE 956;0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0133;19990701;19990723;(HER)INSLAG VIN AANHANGER LICHT;40.00;0.00;1.00;19990625;RAP;0;BUD;3141800014
0134;20000101;20031231;(HER)INSLAG VIN AANHANGER ZWAAR(ZIE 958);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0134;19990724;19991231;(HER)INSLAG VIN AANHANGER ZWAAR(ZIE 958);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759079
0134;19990701;19990723;(HER)INSLAG VIN AANHANGER ZWAAR;40.00;0.00;1.00;19990625;RAP;0;BUD;3141800076
0135;20000101;20031231;(HER)INSLAG VIN MOTORFIETS (ZIE 950);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759080
0135;19990724;19991231;(HER)INSLAG VIN MOTORFIETS (ZIE 950);0.00;0.00;0.00;20010616;RAP;0;BUD;3201759080
0135;19990701;19990723;(HER)INSLAG VIN MOTORFIETS;40.00;0.00;1.00;19990625;RAP;0;BUD;3141800139
014;20100101;20151231;HOMOLOGATIE P BI M;86.00;0.00;1.00;20151217;SAP;974;BUD;3659446822
014;20090101;20091231;HOMOLOGATIE P BI M;86.00;0.00;1.00;20091102;SAP;974;BUD;3466256503
014;20080201;20081231;HOMOLOGATIE P BI M;84.00;0.00;1.00;20081119;SAP;974;BUD;3436189298
014;20070112;20080131;HOMOLOGATIE P BI M;80.00;0.00;1.00;20080122;SAP;974;BUD;3410096494
014;20060112;20070111;HOMOLOGATIE P BI M;78.00;0.00;1.00;20060111;SAP;974;BUD;3377610133
014;20050601;20060111;HOMOLOGATIE P BI M;68.00;0.00;1.00;20050531;SAP;974;BUD;3346074077
014;20000101;20030331;TOESLAG KENTEKENOPNAME > 8.000 KG.;55.00;0.00;1.00;20010616;RAP;974;BUD;3201759080
014;19990521;19991231;TOESLAG KENTEKENOPNAME > 8.000 KG.;55.00;0.00;1.00;20010616;RAP;974;BUD;3201759080
015;20131205;99999999;AFGIFTE VERV. DOC (KEURINGSBEWIJS/TAXI);15.00;0.00;1.00;20131204;SAP;980;BUD;3595251615
015;20130104;20131204;AFG. VERV. DOC (KEURINGSBEW./TAXIBIJL.);15.00;0.00;1.00;20130103;SAP;980;BUD;3595251615
015;20090205;20130103;AFG. VERV. DOC (KEURINGSBEW./TAXIBIJL.);15.00;0.00;1.00;20090204;SAP;980;BUD;3566307616
015;20050527;20090204;VERVANGENDE TAXIBIJLAGE;15.00;0.00;1.00;20050526;SAP;980;BUD;3442842113
015;20040101;20050526;VERVANGENDE TAXIBIJLAGE;15.00;0.00;1.00;20031121;RAP;980;BUD;3326196006
015;20030423;20031231;PRODUCT VERVALLEN;0.00;0.00;0.00;20030422;RAP;980;BUD;3260080385
015;20000101;20030422;BOETE TAXI;0.00;0.00;0.00;20010616;RAP;980;BUD;3201759080
015;19970101;19991231;BOETE TAXI;0.00;0.00;0.00;20010616;RAP;980;BUD;3201759080
015;19961002;19961231;BOETE TAXI;50.00;0.00;1.00;19961001;RAP;980;BUD;3053248311
015;19960101;19961001;BOETE TAXI;50.00;0.00;1.00;19960422;RAP;980;BUD;3039240347
016;20100101;20151231;HOMOLOGATIE A O B (CHASSIS);32.00;0.00;1.00;20151217;SAP;981;BUD;3659446822
016;20090101;20091231;HOMOLOGATIE A O B (CHASSIS);32.00;0.00;1.00;20091102;SAP;981;BUD;3466256503
016;20080201;20081231;HOMOLOGATIE A O B (CHASSIS);31.00;0.00;1.00;20081119;SAP;981;BUD;3436189298
016;20070112;20080131;HOMOLOGATIE A O B (CHASSIS);29.50;0.00;1.00;20080122;SAP;981;BUD;3410096494
016;20060112;20070111;HOMOLOGATIE A O B (CHASSIS);28.50;0.00;1.00;20060111;SAP;981;BUD;3377610133
016;20050601;20060111;HOMOLOGATIE A O B (CHASSIS);25.00;0.00;1.00;20050531;SAP;981;BUD;3346074077
016;20010101;20030331;BOETE AUTOBUS;225.00;0.00;1.00;20001026;RAP;981;BUD;3181628689
016;20000101;20001231;BOETE AUTOBUS;215.00;0.00;1.00;19991028;RAP;981;BUD;3150179417
016;19990101;19991231;BOETE AUTOBUS;205.00;0.00;1.00;19981023;RAP;981;BUD;3118228417
016;19980101;19981231;BOETE AUTOBUS;195.00;0.00;1.00;19971030;RAP;981;BUD;3087270575
016;19961002;19971231;BOETE AUTOBUS;187.00;0.00;1.00;19961001;RAP;981;BUD;3053248459
016;19960101;19961001;BOETE AUTOBUS;187.00;0.00;1.00;19960422;RAP;981;BUD;3039240398
017;20100101;20151231;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;51.00;0.00;1.00;20151217;SAP;982;BUD;3659446822
017;20090101;20091231;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;51.00;0.00;1.00;20091102;SAP;982;BUD;3466256503
017;20080201;20081231;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;50.00;0.00;1.00;20081119;SAP;982;BUD;3436189298
017;20070112;20080131;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;48.00;0.00;1.00;20080122;SAP;982;BUD;3410096494
017;20060112;20070111;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;46.50;0.00;1.00;20060111;SAP;982;BUD;3377610133
017;20050601;20060111;HOMOLOGATIE KOPIE TYPEGK B CHASSIS;40.50;0.00;1.00;20050531;SAP;982;BUD;3346074077
017;20010101;20030331;BOETE VLG;210.00;0.00;1.00;20001026;RAP;982;BUD;3181628717
017;20000101;20001231;BOETE VLG;200.00;0.00;1.00;19991028;RAP;982;BUD;3150179476
017;19990101;19991231;BOETE VLG;190.00;0.00;1.00;19981023;RAP;982;BUD;3118228466
017;19980101;19981231;BOETE VLG;180.00;0.00;1.00;19971030;RAP;982;BUD;3087270745
017;19961114;19971231;BOETE VLG;170.00;0.00;1.00;19961113;RAP;982;BUD;3056967305
017;19961002;19961113;BOETE VLG;150.00;0.00;1.00;19961001;RAP;982;BUD;3053248547
017;19960101;19961001;BOETE VLG;150.00;0.00;1.00;19960422;RAP;982;BUD;3039240456
018;20131205;99999999;SCHORSEN NORMAAL TARIEF;73.00;0.00;1.00;20131204;SAP;983;BUD;3595251615
018;20130101;20131204;SCHORSING;73.00;0.00;1.00;20121231;SAP;983;BUD;3595251615
018;20100101;20121231;SCHORSING;71.50;0.00;1.00;20121211;SAP;983;BUD;3564320412
018;20070627;20091231;SCHORSING;68.00;0.00;1.00;20091030;SAP;983;BUD;3465997302
018;20050601;20070626;SCHORSING PTT DIENST;68.00;0.00;1.00;20050531;SAP;983;BUD;3391952533
018;20030103;20030930;VERVALLEN M.I.V. 01.01.2003;50.00;0.00;1.00;20030102;RAP;983;BUD;3250576318
018;20020101;20030102;ADR- CERTIFICAAT AFGEGEVEN DOOR IKS ZTM;50.00;0.00;1.00;20011120;RAP;983;BUD;3215337471
018;20011201;20011231;ADR- CERTIFICAAT AFGEGEVEN DOOR IKS ZTM;110.19;0.00;1.00;20011120;RAP;983;BUD;3215337390
018;20000101;20011130;BOETE PLOFSTOFFEN;90.00;0.00;1.00;20010616;RAP;983;BUD;3201759080
018;19961114;19991231;BOETE PLOFSTOFFEN;90.00;0.00;1.00;20010616;RAP;983;BUD;3201759080
018;19961002;19961113;BOETE PLOFSTOFFEN;70.50;0.00;1.00;19961001;RAP;983;BUD;3053248621
018;19960101;19961001;BOETE PLOFSTOFFEN;70.50;0.00;1.00;19960422;RAP;983;BUD;3039240521
019;20140603;99999999;SCHORSEN VERLAAGD TARIEF;24.00;0.00;1.00;20140602;SAP;984;BUD;3610803616
019;20131205;20140602;SCHORSEN VERLAAGD TARIEF;24.00;0.00;1.00;20131204;SAP;984;BUD;3610803616
019;20130101;20131204;SCHORSING VOERTUIG > 15 JAAR / VERLENGEN;24.00;0.00;1.00;20121231;SAP;984;BUD;3595251615
