PRODUKT_CODE;B_DAT_PRODUKT;PROD_COMP_CODE;B_DAT_PROD_COMP;E_DAT_PROD_COMP;SOORT_PROD_COMP;KOST_PL_E_COMP;KOST_PL_H_COMP;GB_NR_PROD_COMP;BEDR_PROD_COMP;BTW_C_PROD_COMP;BTW_P_PROD_COMP;MUT_DAT_PR_COMP;AMBT_CODE_MUT;TYD_STEMPEL
386;20070106;1;20070106;20071231;O;2050;1071;82120900;35.00;;0.00;20071010;SAP;3401110937
386;20070106;2;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071010;SAP;3401110937
386;20050527;1;20050527;20070105;O;2050;1071;82120900;35.00;;0.00;20050526;SAP;3377091734
386;20050527;2;20050527;20070105;K;2050;1071;62099999;1.00;;0.00;20050526;SAP;3377091734
386;20040101;1;20040101;20050526;O;6220;1071;82130920;35.00;;0.00;20031111;RAP;3326196051
386;20040101;2;20040101;20050526;O;6210;1141;82110200;0.00;;0.00;20031111;RAP;3326196051
386;20040101;3;20040101;20050526;K;6220;1071;62099999;1.00;;0.00;20031111;RAP;3326196051
386;20020101;1;20020101;20031231;O;6220;1071;82130920;70.00;;0.00;20011031;EUR;3213621556
386;20020101;2;20020101;20031231;O;6210;1141;82110200;0.00;;0.00;20011031;EUR;3213621556
386;20020101;3;20020101;20031231;K;6220;1071;62099999;1.00;;0.00;20011031;EUR;3213621556
386;20000101;1;20000101;20011231;O;6220;1071;82130920;0.00;;0.00;20011031;RAP;3213621555
386;20000101;2;20000101;20011231;O;6210;1141;82110200;70.00;;0.00;20011031;RAP;3213621555
386;20000101;3;20000101;20011231;K;6220;1071;62099999;1.00;;0.00;20011031;RAP;3213621555
386;19980129;1;19980129;19991231;O;6220;7;82130920;0.00;;0.00;20010616;RAP;3201759118
386;19980129;2;19980129;19991231;O;6210;14;82110200;70.00;;0.00;20010616;RAP;3201759118
386;19980129;3;19980129;19991231;K;6220;7;62110200;1.00;;0.00;20010616;RAP;3201759118
386;19980101;1;19980101;19980128;O;6220;7;82130910;0.00;;0.00;19971204;RAP;3090319914
386;19980101;2;19980101;19980128;O;6210;14;82110200;70.00;;0.00;19971204;RAP;3090319914
386;19980101;3;19980101;19980128;K;6220;7;62110200;1.00;;0.00;19971204;RAP;3090319914
386;19960101;1;19960101;19971231;O;6220;7;82130910;0.00;;0.00;19960424;RAP;3039429384
386;19960101;2;19960101;19971231;O;6210;14;82130920;70.00;;0.00;19960424;RAP;3039429384
386;19960101;3;19960101;19971231;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052721599
387;20070106;1;20070106;20071231;O;2050;1071;82120900;35.00;;0.00;20071010;SAP;3401110937
387;20070106;2;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071010;SAP;3401110937
387;20050527;1;20050527;20070105;O;2050;1071;82120900;35.00;;0.00;20050526;SAP;3377091734
387;20050527;2;20050527;20070105;K;2050;1071;62099999;1.00;;0.00;20050526;SAP;3377091734
387;20040101;1;20040101;20050526;O;6220;1071;82130920;35.00;;0.00;20031111;RAP;3326196051
387;20040101;2;20040101;20050526;O;6210;1141;82110200;0.00;;0.00;20031111;RAP;3326196051
387;20040101;3;20040101;20050526;K;6220;1071;62099999;1.00;;0.00;20031111;RAP;3326196051
387;20020101;1;20020101;20031231;O;6220;1071;82130920;30.00;;0.00;20011031;EUR;3213621556
387;20020101;2;20020101;20031231;O;6210;1141;82110200;0.00;;0.00;20011031;EUR;3213621556
387;20020101;3;20020101;20031231;K;6220;1071;62099999;1.00;;0.00;20011031;EUR;3213621556
387;20000101;1;20000101;20011231;O;6220;1071;82130920;0.00;;0.00;20011031;RAP;3213621555
387;20000101;2;20000101;20011231;O;6210;1141;82110200;30.00;;0.00;20011031;RAP;3213621555
387;20000101;3;20000101;20011231;K;6220;1071;62099999;1.00;;0.00;20011031;RAP;3213621555
387;19980129;1;19980129;19991231;O;6220;7;82130920;0.00;;0.00;20010616;RAP;3201759118
387;19980129;2;19980129;19991231;O;6210;14;82110200;30.00;;0.00;20010616;RAP;3201759118
387;19980129;3;19980129;19991231;K;6220;7;62110200;1.00;;0.00;20010616;RAP;3201759118
387;19980101;1;19980101;19980128;O;6220;7;82130910;0.00;;0.00;19971204;RAP;3090319948
387;19980101;2;19980101;19980128;O;6210;14;82110200;30.00;;0.00;19971204;RAP;3090319948
387;19980101;3;19980101;19980128;K;6220;7;62110200;1.00;;0.00;19971204;RAP;3090319948
387;19960101;1;19960101;19971231;O;6220;7;82130910;0.00;;0.00;19960424;RAP;3039429528
387;19960101;2;19960101;19971231;O;6210;14;82130920;30.00;;0.00;19960424;RAP;3039429528
387;19960101;3;19960101;19971231;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052721621
388;20080101;1;20080101;99999999;O;2050;1071;82120900;0.00;;0.00;20071231;SAP;3408195635
388;20080101;2;20080101;99999999;O;2050;1141;82110200;0.00;;0.00;20071231;SAP;3408195635
388;20080101;3;20080101;99999999;L;3250;1291;83021020;37.00;;0.00;20071231;SAP;3408195635
388;20080101;4;20080101;99999999;K;2050;1071;62099999;1.00;;0.00;20071231;SAP;3408195635
388;20070106;1;20070106;20071231;O;2050;1071;82120900;118.00;;0.00;20071204;SAP;3405862911
388;20070106;2;20070106;20071231;O;2050;1141;82110200;90.00;;0.00;20071204;SAP;3405862911
388;20070106;3;20070106;20071231;L;3250;1291;83021020;37.00;;0.00;20071204;SAP;3405862911
388;20070106;4;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071204;SAP;3405862911
388;20070101;1;20070101;20070105;O;2050;1071;82120900;118.00;;0.00;20061231;SAP;3377091734
388;20070101;2;20070101;20070105;O;2050;1141;82110200;90.00;;0.00;20061231;SAP;3377091734
388;20070101;3;20070101;20070105;L;3250;1291;83021020;37.00;;0.00;20061231;SAP;3377091734
388;20070101;4;20070101;20070105;K;2050;1071;62099999;1.00;;0.00;20061231;SAP;3377091734
388;20060101;1;20060101;20061231;O;2050;1071;82120900;123.00;;0.00;20061204;SAP;3374326929
388;20060101;2;20060101;20061231;O;2050;1141;82110200;90.00;;0.00;20061204;SAP;3374326929
388;20060101;3;20060101;20061231;L;3250;1291;83021020;37.00;;0.00;20061204;SAP;3374326929
388;20060101;4;20060101;20061231;K;2050;1071;62099999;1.00;;0.00;20061204;SAP;3374326929
388;20050527;1;20050527;20051231;O;2050;1071;82120900;118.00;;0.00;20051230;SAP;3345037275
388;20050527;2;20050527;20051231;O;2050;1141;82110200;85.00;;0.00;20051230;SAP;3345037275
388;20050527;3;20050527;20051231;L;3250;1291;83021020;37.00;;0.00;20051230;SAP;3345037275
388;20050527;4;20050527;20051231;K;2050;1071;62099999;1.00;;0.00;20051230;SAP;3345037275
388;20050101;1;20050101;20050526;O;6220;7;82130920;118.00;;0.00;20041026;RAP;3326196051
388;20050101;2;20050101;20050526;O;6210;14;82110200;85.00;;0.00;20041026;RAP;3326196051
388;20050101;3;20050101;20050526;L;3250;29;83021020;37.00;;0.00;20041026;RAP;3326196051
388;20050101;4;20050101;20050526;K;6220;7;62110200;1.00;;0.00;20041026;RAP;3326196051
388;20040101;1;20040101;20041231;O;6220;7;82130920;106.50;;0.00;20031111;RAP;3277612113
388;20040101;2;20040101;20041231;O;6210;14;82110200;82.50;;0.00;20031111;RAP;3277612113
388;20040101;3;20040101;20041231;L;3250;29;83021020;37.00;;0.00;20031111;RAP;3277612113
388;20040101;4;20040101;20041231;K;6220;7;62110200;1.00;;0.00;20031111;RAP;3277612113
388;20030101;1;20030101;20031231;O;6220;7;82130920;98.00;;0.00;20021203;RAP;3247992187
388;20030101;2;20030101;20031231;O;6210;14;82110200;77.50;;0.00;20021203;RAP;3247992187
388;20030101;3;20030101;20031231;L;3250;29;83021020;33.25;;0.00;20021203;RAP;3247992187
388;20030101;4;20030101;20031231;K;6220;7;62110200;1.00;;0.00;20021203;RAP;3247992187
388;20020101;1;20020101;20021231;O;6220;7;82130920;89.20;;0.00;20011031;EUR;3213621556
388;20020101;2;20020101;20021231;O;6210;14;82110200;81.65;;0.00;20011031;EUR;3213621556
388;20020101;3;20020101;20021231;L;3250;29;83021020;31.75;;0.00;20011031;EUR;3213621556
388;20020101;4;20020101;20021231;K;6220;7;62110200;1.00;;0.00;20011031;EUR;3213621556
388;20010101;1;20010101;20011231;O;6220;7;82130920;145.00;;0.00;20011031;RAP;3213621555
388;20010101;2;20010101;20011231;O;6210;14;82110200;210.00;;0.00;20011031;RAP;3213621555
388;20010101;3;20010101;20011231;L;3250;29;83021020;70.00;;0.00;20011031;RAP;3213621555
388;20010101;4;20010101;20011231;K;6220;7;62110200;1.00;;0.00;20011031;RAP;3213621555
388;20000101;1;20000101;20001231;O;6220;7;82130920;145.00;;0.00;19991028;RAP;3150182677
388;20000101;2;20000101;20001231;O;6210;14;82110200;200.00;;0.00;19991028;RAP;3150182677
388;20000101;3;20000101;20001231;L;3250;29;83021020;90.00;;0.00;19991028;RAP;3150182677
388;20000101;4;20000101;20001231;K;6220;7;62110200;1.00;;0.00;19991028;RAP;3150182677
388;19990101;1;19990101;19991231;O;6220;7;82130920;145.00;;0.00;19981023;RAP;3118229454
388;19990101;2;19990101;19991231;O;6210;14;82110200;190.00;;0.00;19981023;RAP;3118229454
388;19990101;3;19990101;19991231;L;3250;29;83021020;90.00;;0.00;19981023;RAP;3118229454
388;19990101;4;19990101;19991231;K;6220;7;62110200;1.00;;0.00;19981023;RAP;3118229454
388;19980601;1;19980601;19981231;O;6220;7;82130920;145.00;;0.00;19980526;RAP;3105248670
388;19980601;2;19980601;19981231;O;6210;14;82110200;180.00;;0.00;19980526;RAP;3105248670
388;19980601;3;19980601;19981231;L;3250;29;83021020;90.00;;0.00;19980526;RAP;3105248670
388;19980601;4;19980601;19981231;K;6220;7;62110200;1.00;;0.00;19980526;RAP;3105248670
388;19980129;1;19980129;19980531;O;6220;7;82130920;145.00;;0.00;19980128;RAP;3095079774
388;19980129;2;19980129;19980531;O;6210;14;82110200;180.00;;0.00;19980128;RAP;3095079774
388;19980129;3;19980129;19980531;L;3250;29;83021120;90.00;;0.00;19980128;RAP;3095079774
388;19980129;4;19980129;19980531;K;6220;7;62110200;1.00;;0.00;19980128;RAP;3095079774
388;19980101;1;19980101;19980128;O;6220;7;82130920;145.00;;0.00;19971204;RAP;3090320113
388;19980101;2;19980101;19980128;O;6210;14;82110200;180.00;;0.00;19971204;RAP;3090320113
388;19980101;3;19980101;19980128;L;3250;29;83021020;90.00;;0.00;19971030;RAP;3087272116
388;19980101;4;19980101;19980128;K;6220;7;62110200;1.00;;0.00;19971204;RAP;3090320113
388;19970101;1;19970101;19971231;O;6220;7;82130910;145.00;;0.00;19961118;RAP;3057400848
388;19970101;2;19970101;19971231;O;6210;14;82130920;170.00;;0.00;19961118;RAP;3057400848
388;19970101;3;19970101;19971231;L;3250;29;83021020;100.00;;0.00;19961118;RAP;3057400848
388;19970101;4;19970101;19971231;K;6220;7;62130910;1.00;;0.00;19961118;RAP;3057400848
388;19961001;1;19961001;19961231;O;6220;7;82130910;145.00;;0.00;19960930;RAP;3053152141
388;19961001;2;19961001;19961231;O;6210;14;82130920;150.00;;0.00;19960930;RAP;3053152141
388;19961001;3;19961001;19961231;O;3240;29;83023010;22.00;;0.00;19960930;RAP;3053152141
388;19961001;4;19961001;19961231;K;6220;7;62130910;1.00;;0.00;19960930;RAP;3053152141
388;19960101;1;19960101;19960930;O;6220;7;82130910;125.00;;0.00;19960422;RAP;3039242346
388;19960101;2;19960101;19960930;O;6210;14;82130920;150.00;;0.00;19960425;RAP;3039515493
388;19960101;3;19960101;19960930;O;3240;29;83023010;22.00;;0.00;19960926;RAP;3052821402
388;19960101;4;19960101;19960930;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052721646
389;20070106;1;20070106;20071231;O;2050;1071;82120900;35.00;;0.00;20071010;SAP;3401110937
389;20070106;2;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071010;SAP;3401110937
389;20050527;1;20050527;20070105;O;2050;1071;82120900;35.00;;0.00;20050526;SAP;3377091734
389;20050527;2;20050527;20070105;K;2050;1071;62099999;1.00;;0.00;20050526;SAP;3377091734
389;20040101;1;20040101;20050526;O;6220;1071;82130920;35.00;;0.00;20031111;RAP;3326196051
389;20040101;2;20040101;20050526;O;6210;1141;82110200;0.00;;0.00;20031111;RAP;3326196051
389;20040101;3;20040101;20050526;K;6220;1071;62099999;1.00;;0.00;20031111;RAP;3326196051
389;20020101;1;20020101;20031231;O;6220;1071;82130920;70.00;;0.00;20011031;EUR;3213621556
389;20020101;2;20020101;20031231;O;6210;1141;82110200;0.00;;0.00;20011031;EUR;3213621556
389;20020101;3;20020101;20031231;K;6220;1071;62099999;1.00;;0.00;20011031;EUR;3213621556
389;20000101;1;20000101;20011231;O;6220;1071;82130920;0.00;;0.00;20011031;RAP;3213621555
389;20000101;2;20000101;20011231;O;6210;1141;82110200;70.00;;0.00;20011031;RAP;3213621555
389;20000101;3;20000101;20011231;K;6220;1071;62099999;1.00;;0.00;20011031;RAP;3213621555
389;19980129;1;19980129;19991231;O;6220;7;82130920;0.00;;0.00;20010616;RAP;3201759119
389;19980129;2;19980129;19991231;O;6210;14;82110200;70.00;;0.00;20010616;RAP;3201759119
389;19980129;3;19980129;19991231;K;6220;7;62110200;1.00;;0.00;20010616;RAP;3201759119
389;19980101;1;19980101;19980128;O;6220;7;82130910;0.00;;0.00;19971204;RAP;3090320210
389;19980101;2;19980101;19980128;O;6210;14;82110200;70.00;;0.00;19971204;RAP;3090320210
389;19980101;3;19980101;19980128;K;6220;7;62110200;1.00;;0.00;19971204;RAP;3090320210
389;19960101;1;19960101;19971231;O;6220;7;82130910;0.00;;0.00;19960424;RAP;3039429431
389;19960101;2;19960101;19971231;O;6210;14;82130920;70.00;;0.00;19960424;RAP;3039429431
389;19960101;3;19960101;19971231;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052721665
390;20070106;1;20070106;20071231;O;2050;1071;82120900;35.00;;0.00;20071010;SAP;3401110937
390;20070106;2;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071010;SAP;3401110937
390;20050527;1;20050527;20070105;O;2050;1071;82120900;35.00;;0.00;20050526;SAP;3377091734
390;20050527;2;20050527;20070105;K;2050;1071;62099999;1.00;;0.00;20050526;SAP;3377091734
390;20040101;1;20040101;20050526;O;6220;1071;82130920;35.00;;0.00;20031111;RAP;3326196051
390;20040101;2;20040101;20050526;O;6210;1141;82130920;0.00;;0.00;20031111;RAP;3326196051
390;20040101;3;20040101;20050526;K;6220;1071;62099999;1.00;;0.00;20031111;RAP;3326196051
390;20020101;1;20020101;20031231;O;6220;1071;82130920;30.00;;0.00;20011031;EUR;3213621556
390;20020101;2;20020101;20031231;O;6210;1141;82130920;0.00;;0.00;20011031;EUR;3213621556
390;20020101;3;20020101;20031231;K;6220;1071;62099999;1.00;;0.00;20011031;EUR;3213621556
390;20000101;1;20000101;20011231;O;6220;1071;82130920;0.00;;0.00;20011031;RAP;3213621555
390;20000101;2;20000101;20011231;O;6210;1141;82130920;30.00;;0.00;20011031;RAP;3213621555
390;20000101;3;20000101;20011231;K;6220;1071;62099999;1.00;;0.00;20011031;RAP;3213621555
390;19980129;1;19980129;19991231;O;6220;7;82130920;0.00;;0.00;20010616;RAP;3201759119
390;19980129;2;19980129;19991231;O;6210;14;82130920;30.00;;0.00;20010616;RAP;3201759119
390;19980129;3;19980129;19991231;K;6220;7;62130910;1.00;;0.00;20010616;RAP;3201759119
390;19960101;1;19960101;19980128;O;6220;7;82130910;0.00;;0.00;19960424;RAP;3039429569
390;19960101;2;19960101;19980128;O;6210;14;82130920;30.00;;0.00;19960424;RAP;3039429569
390;19960101;3;19960101;19980128;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052722100
391;20110401;1;20110401;99999999;O;2050;1071;82120900;127.00;;0.00;20110330;SAP;3510579677
391;20110401;2;20110401;99999999;O;2050;1141;82110200;80.00;;0.00;20110330;SAP;3510579677
391;20110401;3;20110401;99999999;K;2050;1071;62099999;1.00;;0.00;20110330;SAP;3510579677
391;20100101;1;20100101;20110331;O;2050;1071;82120900;127.00;;0.00;20110330;SAP;3510579677
391;20100101;2;20100101;20110331;O;2050;1141;82110200;80.00;;0.00;20110330;SAP;3510579677
391;20100101;3;20100101;20110331;L;3250;1291;83021020;38.00;;0.00;20110330;SAP;3510579677
391;20100101;4;20100101;20110331;K;2050;1071;62099999;1.00;;0.00;20110330;SAP;3510579677
391;20080701;1;20080701;20091231;O;2050;1071;82120900;120.00;;0.00;20090227;SAP;3471354113
391;20080701;2;20080701;20091231;O;2050;1141;82110200;70.00;;0.00;20090227;SAP;3471354113
391;20080701;3;20080701;20091231;L;3250;1291;83021020;37.00;;0.00;20090227;SAP;3471354113
391;20080701;4;20080701;20091231;K;2050;1071;62099999;1.00;;0.00;20090227;SAP;3471354113
391;20080112;1;20080112;20080630;O;2050;1071;82120900;125.00;;0.00;20080530;SAP;3421242094
391;20080112;2;20080112;20080630;O;2050;1141;82110200;75.00;;0.00;20080530;SAP;3421242094
391;20080112;3;20080112;20080630;L;3250;1291;83021020;37.00;;0.00;20080530;SAP;3421242094
391;20080112;4;20080112;20080630;K;2050;1071;62099999;1.00;;0.00;20080530;SAP;3421242094
391;20080101;1;20080101;20080111;O;2050;1071;82120900;125.00;;0.00;20071231;SAP;3409146094
391;20080101;2;20080101;20080111;O;2050;1141;82110200;75.00;;0.00;20071231;SAP;3409146094
391;20080101;3;20080101;20080111;L;3250;1291;83021020;37.00;;0.00;20071231;SAP;3409146094
391;20080101;4;20080101;20080111;K;2050;1071;62099999;1.00;;0.00;20071231;SAP;3409146094
391;20070106;1;20070106;20071231;O;2050;1071;82120900;118.00;;0.00;20071204;SAP;3405862911
391;20070106;2;20070106;20071231;O;2050;1141;82110200;76.00;;0.00;20071204;SAP;3405862911
391;20070106;3;20070106;20071231;L;3250;1291;83021020;37.00;;0.00;20071204;SAP;3405862911
391;20070106;4;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071204;SAP;3405862911
391;20070101;1;20070101;20070105;O;2050;1071;82120900;118.00;;0.00;20061231;SAP;3377091734
391;20070101;2;20070101;20070105;O;2050;1141;82110200;76.00;;0.00;20061231;SAP;3377091734
391;20070101;3;20070101;20070105;L;3250;1291;83021020;37.00;;0.00;20061231;SAP;3377091734
391;20070101;4;20070101;20070105;K;2050;1071;62099999;1.00;;0.00;20061231;SAP;3377091734
391;20060101;1;20060101;20061231;O;2050;1071;82120900;123.00;;0.00;20061204;SAP;3374326929
391;20060101;2;20060101;20061231;O;2050;1141;82110200;76.00;;0.00;20061204;SAP;3374326929
391;20060101;3;20060101;20061231;L;3250;1291;83021020;37.00;;0.00;20061204;SAP;3374326929
391;20060101;4;20060101;20061231;K;2050;1071;62099999;1.00;;0.00;20061204;SAP;3374326929
391;20050527;1;20050527;20051231;O;2050;1071;82120900;118.00;;0.00;20051230;SAP;3345037275
391;20050527;2;20050527;20051231;O;2050;1141;82110200;72.50;;0.00;20051230;SAP;3345037275
391;20050527;3;20050527;20051231;L;3250;1291;83021020;37.00;;0.00;20051230;SAP;3345037275
391;20050527;4;20050527;20051231;K;2050;1071;62099999;1.00;;0.00;20051230;SAP;3345037275
391;20050101;1;20050101;20050526;O;6220;7;82130920;118.00;;0.00;20041026;RAP;3326196051
391;20050101;2;20050101;20050526;O;6210;14;82110200;72.50;;0.00;20041026;RAP;3326196051
391;20050101;3;20050101;20050526;L;3250;29;83021020;37.00;;0.00;20041026;RAP;3326196051
391;20050101;4;20050101;20050526;K;6220;7;62130920;1.00;;0.00;20041026;RAP;3326196050
391;20040101;1;20040101;20041231;O;6220;7;82130920;106.50;;0.00;20031111;RAP;3277612235
391;20040101;2;20040101;20041231;O;6210;14;82110200;70.00;;0.00;20031111;RAP;3277612235
391;20040101;3;20040101;20041231;L;3250;29;83021020;37.00;;0.00;20031111;RAP;3277612235
391;20040101;4;20040101;20041231;K;6220;7;62130920;1.00;;0.00;20031111;RAP;3277612235
391;20030101;1;20030101;20031231;O;6220;7;82130920;98.00;;0.00;20021203;RAP;3247992215
391;20030101;2;20030101;20031231;O;6210;14;82110200;64.50;;0.00;20021203;RAP;3247992215
391;20030101;3;20030101;20031231;L;3250;29;83021020;33.25;;0.00;20021203;RAP;3247992215
391;20030101;4;20030101;20031231;K;6220;7;62130920;1.00;;0.00;20021203;RAP;3247992215
391;20020101;1;20020101;20021231;O;6220;7;82130920;89.20;;0.00;20011031;EUR;3213621556
391;20020101;2;20020101;20021231;O;6210;14;82110200;68.05;;0.00;20011031;EUR;3213621556
391;20020101;3;20020101;20021231;L;3250;29;83021020;31.75;;0.00;20011031;EUR;3213621556
391;20020101;4;20020101;20021231;K;6220;7;62130920;1.00;;0.00;20011031;EUR;3213621556
391;20010101;1;20010101;20011231;O;6220;7;82130920;210.00;;0.00;20011031;RAP;3213621555
391;20010101;2;20010101;20011231;O;6210;14;82110200;115.00;;0.00;20011031;RAP;3213621555
391;20010101;3;20010101;20011231;L;3250;29;83021020;70.00;;0.00;20011031;RAP;3213621555
391;20010101;4;20010101;20011231;K;6220;7;62130920;1.00;;0.00;20011031;RAP;3213621555
391;20000101;1;20000101;20001231;O;6220;7;82130920;200.00;;0.00;19991028;RAP;3150182726
391;20000101;2;20000101;20001231;O;6210;14;82110200;115.00;;0.00;19991028;RAP;3150182726
391;20000101;3;20000101;20001231;L;3250;29;83021020;90.00;;0.00;19991028;RAP;3150182726
391;20000101;4;20000101;20001231;K;6220;7;62130920;1.00;;0.00;19991028;RAP;3150182726
391;19990101;1;19990101;19991231;O;6220;7;82130920;190.00;;0.00;19981023;RAP;3118229501
391;19990101;2;19990101;19991231;O;6210;14;82110200;115.00;;0.00;19981023;RAP;3118229501
391;19990101;3;19990101;19991231;L;3250;29;83021020;90.00;;0.00;19981023;RAP;3118229501
391;19990101;4;19990101;19991231;K;6220;7;62130920;1.00;;0.00;19981023;RAP;3118229501
391;19980601;1;19980601;19981231;O;6220;7;82130920;180.00;;0.00;19980526;RAP;3105248712
391;19980601;2;19980601;19981231;O;6210;14;82110200;115.00;;0.00;19980526;RAP;3105248712
391;19980601;3;19980601;19981231;L;3250;29;83021020;90.00;;0.00;19980526;RAP;3105248712
391;19980601;4;19980601;19981231;K;6220;7;62130920;1.00;;0.00;19980526;RAP;3105248712
391;19980129;1;19980129;19980531;O;6220;7;82130920;180.00;;0.00;19980128;RAP;3095079801
391;19980129;2;19980129;19980531;O;6210;14;82110200;115.00;;0.00;19980128;RAP;3095079801
391;19980129;3;19980129;19980531;L;3250;29;83021120;90.00;;0.00;19980128;RAP;3095079801
391;19980129;4;19980129;19980531;K;6220;7;62130920;1.00;;0.00;19980128;RAP;3095079801
391;19980101;1;19980101;19980128;O;6220;7;82130920;180.00;;0.00;19971204;RAP;3090320832
391;19980101;2;19980101;19980128;O;6210;14;82110200;115.00;;0.00;19971204;RAP;3090320832
391;19980101;3;19980101;19980128;L;3250;29;83021020;90.00;;0.00;19971030;RAP;3087272187
391;19980101;4;19980101;19980128;K;6220;7;62130920;1.00;;0.00;19971204;RAP;3090320832
391;19970101;1;19970101;19971231;O;6220;7;82130910;170.00;;0.00;19961101;RAP;3055930163
391;19970101;2;19970101;19971231;O;6210;14;82130920;115.00;;0.00;19961101;RAP;3055930163
391;19970101;3;19970101;19971231;L;3250;29;83021020;100.00;;0.00;19970415;RAP;3070188732
391;19970101;4;19970101;19971231;K;6220;7;62130910;1.00;;0.00;19961101;RAP;3055930163
391;19961002;1;19961002;19961231;O;6220;7;82130910;145.00;;0.00;19961001;RAP;3053253100
391;19961002;2;19961002;19961231;O;6210;14;82130920;140.00;;0.00;19961001;RAP;3053253100
391;19961002;3;19961002;19961231;O;3240;29;83023010;22.00;;0.00;19961001;RAP;3053253100
391;19961002;4;19961002;19961231;K;6220;7;62130910;1.00;;0.00;19961001;RAP;3053253100
391;19960101;1;19960101;19961001;O;6220;7;82110800;145.00;;0.00;19960819;RAP;3049529742
391;19960101;2;19960101;19961001;O;6210;14;82110200;140.00;;0.00;19960819;RAP;3049529742
391;19960101;3;19960101;19961001;O;3240;29;83023010;22.00;;0.00;19960926;RAP;3052819865
391;19960101;4;19960101;19961001;K;6220;7;62110800;1.00;;0.00;19960925;RAP;3052740271
39112199;20050930;1;20050930;99999999;O;3010;1171;83011210;0.00;;0.00;20050929;SAP;3337088437
39112199;20050930;2;20050930;99999999;K;3010;1171;63099999;1.00;;0.00;20050929;SAP;3337088437
39112199;20050701;1;20050701;20050929;O;3010;1171;83011080;0.00;;0.00;20050630;SAP;3337088437
39112199;20050701;2;20050701;20050929;K;3010;1171;63099999;1.00;;0.00;20050630;SAP;3337088437
39112199;20030801;1;20030801;20050630;O;3010;17;83011210;0.00;;0.00;20030729;RAP;3329226046
39112199;20030801;2;20030801;20050630;K;3010;17;63099999;1.00;;0.00;20030729;RAP;3329226046
392;20070106;1;20070106;20071231;O;2050;1071;82120900;35.00;;0.00;20071010;SAP;3401110937
392;20070106;2;20070106;20071231;K;2050;1071;62099999;1.00;;0.00;20071010;SAP;3401110937
392;20050527;1;20050527;20070105;O;2050;1071;82120900;35.00;;0.00;20050526;SAP;3377091734
392;20050527;2;20050527;20070105;K;2050;1071;62099999;1.00;;0.00;20050526;SAP;3377091734
392;20040101;1;20040101;20050526;O;6220;1071;82130920;35.00;;0.00;20031111;RAP;3326196050
392;20040101;2;20040101;20050526;O;6210;1141;82110200;0.00;;0.00;20031111;RAP;3326196050
392;20040101;3;20040101;20050526;K;6220;1071;62099999;1.00;;0.00;20031111;RAP;3326196050
392;20020101;1;20020101;20031231;O;6220;1071;82130920;70.00;;0.00;20011031;EUR;3213621556
392;20020101;2;20020101;20031231;O;6210;1141;82110200;0.00;;0.00;20011031;EUR;3213621556
392;20020101;3;20020101;20031231;K;6220;1071;62099999;1.00;;0.00;20011031;EUR;3213621556
392;20000101;1;20000101;20011231;O;6220;1071;82130920;0.00;;0.00;20011031;RAP;3213621555
392;20000101;2;20000101;20011231;O;6210;1141;82110200;70.00;;0.00;20011031;RAP;3213621555
392;20000101;3;20000101;20011231;K;6220;1071;62099999;1.00;;0.00;20011031;RAP;3213621555
392;19980129;1;19980129;19991231;O;6220;7;82130920;0.00;;0.00;20010616;RAP;3201759119
392;19980129;2;19980129;19991231;O;6210;14;82110200;70.00;;0.00;20010616;RAP;3201759119
392;19980129;3;19980129;19991231;K;6220;7;62110200;1.00;;0.00;20010616;RAP;3201759119
392;19980101;1;19980101;19980128;O;6220;7;82130910;0.00;;0.00;19971204;RAP;3090320897
392;19980101;2;19980101;19980128;O;6210;14;82110200;70.00;;0.00;19971204;RAP;3090320897
392;19980101;3;19980101;19980128;K;6220;7;62110200;1.00;;0.00;19971204;RAP;3090320897
392;19960101;1;19960101;19971231;O;6220;7;82130910;0.00;;0.00;19960424;RAP;3039429477
392;19960101;2;19960101;19971231;O;6210;14;82130920;70.00;;0.00;19960424;RAP;3039429477
392;19960101;3;19960101;19971231;K;6220;7;62130910;1.00;;0.00;19960925;RAP;3052722156
39210102;20150101;1;20150101;99999999;O;3010;1291;83021123;10.77;;0.00;20141231;SAP;3629120417
39210102;20150101;2;20150101;99999999;K;3010;1291;63099999;1.00;;0.00;20141231;SAP;3629120417
39210102;20130101;1;20130101;20141231;O;3010;1291;83021123;11.70;;0.00;20141210;SAP;3627306014
39210102;20130101;2;20130101;20141231;K;3010;1291;63099999;1.00;;0.00;20141210;SAP;3627306014
39210102;20100101;1;20100101;20121231;O;3010;1291;83021123;11.55;;0.00;20121212;SAP;3564406980
39210102;20100101;2;20100101;20121231;K;3010;1291;63099999;1.00;;0.00;20121212;SAP;3564406980
