PRODUKT_CODE;B_DAT_PRODUKT;PROD_COMP_CODE;B_DAT_PROD_COMP;E_DAT_PROD_COMP;SOORT_PROD_COMP;KOST_PL_E_COMP;KOST_PL_H_COMP;GB_NR_PROD_COMP;BEDR_PROD_COMP;BTW_C_PROD_COMP;BTW_P_PROD_COMP;MUT_DAT_PR_COMP;AMBT_CODE_MUT;TYD_STEMPEL
038;20070101;1;20070101;20080825;O;3010;1291;83021122;11.50;;0.00;20061231;SAP;3428758858
038;20070101;2;20070101;20080825;K;3010;1291;63099999;1.00;;0.00;20061231;SAP;3428758858
038;20050527;1;20050527;20061231;O;3010;1291;83021122;11.55;;0.00;20061204;SAP;3374326930
038;20050527;2;20050527;20061231;K;3010;1291;63099999;1.00;;0.00;20061204;SAP;3374326930
038;20050101;1;20050101;20050526;O;3010;1291;83021122;11.55;;0.00;20041026;RAP;3326196068
038;20050101;2;20050101;20050526;K;3010;1291;63099999;1.00;;0.00;20041026;RAP;3326196068
038;20040101;1;20040101;20041231;O;3010;1291;83021122;11.00;;0.00;20031029;RAP;3276500237
038;20040101;2;20040101;20041231;K;3010;1291;63099999;1.00;;0.00;20031029;RAP;3276500237
038;20031030;1;20031030;20031231;O;3010;1291;83021122;10.50;;0.00;20031029;RAP;3276500346
038;20031030;2;20031030;20031231;K;3010;1291;63099999;1.00;;0.00;20031029;RAP;3276500346
038;20030101;1;20030101;20031029;O;3010;1291;83021122;10.50;;0.00;20021126;RAP;3247373122
038;20030101;2;20030101;20031029;K;3010;1291;63099999;1.00;;0.00;20021126;RAP;3247373122
038;20021009;1;20021009;20021231;O;3010;1291;83021122;10.00;;0.00;20021008;RAP;3243137619
038;20021009;2;20021009;20021231;K;3010;1291;63099999;1.00;;0.00;20021008;RAP;3243137619
038;20020101;1;20020101;20021008;O;3010;1291;83021122;9.95;;0.00;20011212;RAP;3217242931
038;20020101;2;20020101;20021008;K;3010;1291;63099999;1.00;;0.00;20011212;RAP;3217242931
038;20000101;1;20000101;20011231;O;3210;1291;83021122;22.00;;0.00;20011031;RAP;3213621519
038;20000101;2;20000101;20011231;K;3210;1291;63099999;1.00;;0.00;20011031;RAP;3213621519
038;19980601;1;19980601;19991231;O;3210;29;83021122;22.00;;0.00;20010616;RAP;3201759081
038;19980601;2;19980601;19991231;K;3210;29;63021122;1.00;;0.00;20010616;RAP;3201759081
038;19960101;1;19960101;19980531;O;3210;29;83021120;22.00;;0.00;19961003;INI;0
038;19960101;2;19960101;19980531;K;3210;29;63021120;1.00;;0.00;19961003;INI;0
039;20050527;1;20050527;99999999;O;3010;1291;83021050;15.00;;0.00;20050526;SAP;3326196068
039;20050527;2;20050527;99999999;K;3010;1291;63099999;1.00;;0.00;20050526;SAP;3326196068
039;20040101;1;20040101;20050526;O;6210;1291;83021050;15.00;;0.00;20031029;RAP;3326196068
039;20040101;2;20040101;20050526;K;6210;1291;63099999;1.00;;0.00;20031029;RAP;3326196068
039;20030101;1;20030101;20031231;O;6210;1291;83021050;11.50;;0.00;20021008;RAP;3243161486
039;20030101;2;20030101;20031231;K;6210;1291;63099999;1.00;;0.00;20021008;RAP;3243161486
039;20020101;1;20020101;20021231;O;6210;1291;83021050;11.30;;0.00;20011031;EUR;3213621520
039;20020101;2;20020101;20021231;K;6210;1291;63099999;1.00;;0.00;20011031;EUR;3213621520
039;20000101;1;20000101;20011231;O;6210;1291;83021050;25.00;;0.00;20011031;RAP;3213621519
039;20000101;2;20000101;20011231;K;6210;1291;63099999;1.00;;0.00;20011031;RAP;3213621519
039;19980601;1;19980601;19991231;O;6210;29;83021050;25.00;;0.00;20010616;RAP;3201759081
039;19980601;2;19980601;19991231;K;6210;29;63021050;1.00;;0.00;20010616;RAP;3201759081
039;19960101;1;19960101;19980531;O;6210;14;82181000;25.00;;0.00;19960925;RAP;3052740249
039;19960101;2;19960101;19980531;K;6210;14;62181000;1.00;;0.00;19960925;RAP;3052740249
040;20090205;1;20090205;20090630;O;2050;1141;82122200;5.00;;0.00;20090623;SAP;3454851720
040;20090205;2;20090205;20090630;K;2050;1141;62099999;1.00;;0.00;20090623;SAP;3454851720
040;20080701;1;20080701;20090204;O;2050;1141;82122200;5.00;;0.00;20080630;SAP;3442842114
040;20080701;2;20080701;20090204;K;2050;1141;62099999;1.00;;0.00;20080630;SAP;3442842114
040;20050527;1;20050527;20080630;O;2050;1141;82122200;17.50;;0.00;20080530;SAP;3421242094
040;20050527;2;20050527;20080630;K;2050;1141;62099999;1.00;;0.00;20080530;SAP;3421242094
040;20040101;1;20040101;20050526;O;6210;1141;82122200;17.50;;0.00;20031106;RAP;3326196068
040;20040101;2;20040101;20050526;K;6210;1141;62099999;1.00;;0.00;20031106;RAP;3326196068
040;20031105;1;20031105;20031231;O;6210;1141;82122200;17.00;;0.00;20031104;RAP;3277026918
040;20031105;2;20031105;20031231;K;6210;1141;62099999;1.00;;0.00;20031104;RAP;3277026918
040;20031101;1;20031101;20031104;O;6210;1141;82122200;17.50;;0.00;20031031;RAP;3276689513
040;20031101;2;20031101;20031104;K;6210;1141;62099999;1.00;;0.00;20031031;RAP;3276689513
040;20030101;1;20030101;20031031;O;6210;1141;82181000;17.00;;0.00;20021008;RAP;3243161631
040;20030101;2;20030101;20031031;K;6210;1141;62099999;1.00;;0.00;20021008;RAP;3243161631
040;20020101;1;20020101;20021231;O;6210;1141;82181000;15.85;;0.00;20011031;EUR;3213621520
040;20020101;2;20020101;20021231;K;6210;1141;62099999;1.00;;0.00;20011031;EUR;3213621520
040;20000101;1;20000101;20011231;O;6210;1141;82181000;35.00;;0.00;20011031;RAP;3213621519
040;20000101;2;20000101;20011231;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3213621519
040;19990701;1;19990701;19991231;O;6210;14;82181000;35.00;;0.00;20010616;RAP;3201759081
040;19990701;2;19990701;19991231;K;6210;14;62181000;1.00;;0.00;20010616;RAP;3201759081
040;19960101;1;19960101;19990630;O;6210;14;82181000;15.00;;0.00;19960925;RAP;3052740314
040;19960101;2;19960101;19990630;K;6210;14;62181000;1.00;;0.00;19960925;RAP;3052740314
041;20090205;1;20090205;20090630;O;2050;1141;82122300;10.00;;0.00;20090623;SAP;3454851720
041;20090205;2;20090205;20090630;K;2050;1141;62099999;1.00;;0.00;20090623;SAP;3454851720
041;20080701;1;20080701;20090204;O;2050;1141;82122300;10.00;;0.00;20080630;SAP;3442842114
041;20080701;2;20080701;20090204;K;2050;1141;62099999;1.00;;0.00;20080630;SAP;3442842114
041;20050527;1;20050527;20080630;O;2050;1141;82122300;22.50;;0.00;20080530;SAP;3421242094
041;20050527;2;20050527;20080630;K;2050;1141;62099999;1.00;;0.00;20080530;SAP;3421242094
041;20040101;1;20040101;20050526;O;6210;1141;82122300;22.50;;0.00;20031106;RAP;3326196068
041;20040101;2;20040101;20050526;K;6210;1141;62099999;1.00;;0.00;20031106;RAP;3326196068
041;20031105;1;20031105;20031231;O;6210;1141;82122300;20.50;;0.00;20031104;RAP;3277026950
041;20031105;2;20031105;20031231;K;6210;1141;62099999;1.00;;0.00;20031104;RAP;3277026950
041;20031101;1;20031101;20031104;O;6210;1141;82122300;22.50;;0.00;20031031;RAP;3276689651
041;20031101;2;20031101;20031104;K;6210;1141;62099999;1.00;;0.00;20031031;RAP;3276689651
041;20030101;1;20030101;20031031;O;6210;1141;82181000;20.50;;0.00;20021008;RAP;3243162012
041;20030101;2;20030101;20031031;K;6210;1141;62099999;1.00;;0.00;20021008;RAP;3243162012
041;20020101;1;20020101;20021231;O;6210;1141;82181000;20.40;;0.00;20011031;EUR;3213621520
041;20020101;2;20020101;20021231;K;6210;1141;62099999;1.00;;0.00;20011031;EUR;3213621520
041;20000101;1;20000101;20011231;O;6210;1141;82181000;45.00;;0.00;20011031;RAP;3213621519
041;20000101;2;20000101;20011231;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3213621519
041;19990701;1;19990701;19991231;O;6210;14;82181000;45.00;;0.00;20010616;RAP;3201759081
041;19990701;2;19990701;19991231;K;6210;14;62181000;1.00;;0.00;20010616;RAP;3201759081
041;19960101;1;19960101;19990630;O;6210;14;82181000;20.00;;0.00;19960925;RAP;3052740334
041;19960101;2;19960101;19990630;K;6210;14;62181000;1.00;;0.00;19960925;RAP;3052740334
042;20070424;1;20070424;20091231;O;3010;1292;83022030;9.00;;0.00;20091102;SAP;3466256504
042;20070424;2;20070424;20091231;K;3010;1292;63099999;1.00;;0.00;20091102;SAP;3466256504
042;20070101;1;20070101;20070423;O;3010;1291;83022030;9.00;;0.00;20061231;SAP;3386422939
042;20070101;2;20070101;20070423;K;3010;1291;63099999;1.00;;0.00;20061231;SAP;3386422939
042;20050527;1;20050527;20061231;O;3010;1291;83022030;10.25;;0.00;20061204;SAP;3374326930
042;20050527;2;20050527;20061231;K;3010;1291;63099999;1.00;;0.00;20061204;SAP;3374326930
042;20050101;1;20050101;20050526;O;3010;29;83022030;10.25;;0.00;20041026;RAP;3326196068
042;20050101;2;20050101;20050526;K;3010;29;63099999;1.00;;0.00;20041026;RAP;3326196068
042;20040422;1;20040422;20041231;O;3010;29;83022030;10.20;;0.00;20040421;RAP;3291605379
042;20040422;2;20040422;20041231;K;3010;29;63099999;1.00;;0.00;20040421;RAP;3291605379
042;20040101;1;20040101;20040421;O;3010;29;83022030;10.20;;0.00;20031029;RAP;3276500611
042;20040101;2;20040101;20040421;K;3010;29;63099999;1.00;;0.00;20031029;RAP;3276500611
042;20020101;1;20020101;20031231;O;3010;29;83022030;9.75;;0.00;20011212;RAP;3217242955
042;20020101;2;20020101;20031231;K;3010;29;63099999;1.00;;0.00;20030926;RAP;3273646090
042;20010101;1;20010101;20011231;O;3270;29;83022030;21.50;;0.00;20011031;RAP;3213621519
042;20010101;2;20010101;20011231;K;3270;29;63022030;1.00;;0.00;20011031;RAP;3213621519
042;20000101;1;20000101;20001231;O;3270;29;83022030;22.50;;0.00;19991028;RAP;3150181540
042;20000101;2;20000101;20001231;K;3270;29;63022030;1.00;;0.00;19991028;RAP;3150181540
042;19990101;1;19990101;19991231;O;3270;29;83022030;23.50;;0.00;19981023;RAP;3118228652
042;19990101;2;19990101;19991231;K;3270;29;63022030;1.00;;0.00;19981023;RAP;3118228652
042;19960101;1;19960101;19981231;O;3270;29;83022030;23.00;;0.00;19961007;INI;0
042;19960101;2;19960101;19981231;K;3270;29;63022030;1.00;;0.00;19961007;INI;0
043;20070101;1;20070101;20091231;O;2050;1141;83022030;9.00;;0.00;20091102;SAP;3466256504
043;20070101;2;20070101;20091231;K;2050;1141;63099999;1.00;;0.00;20091102;SAP;3466256504
043;20050527;1;20050527;20061231;O;2050;1141;83022030;10.25;;0.00;20061204;SAP;3374326930
043;20050527;2;20050527;20061231;K;2050;1141;63099999;1.00;;0.00;20061204;SAP;3374326930
043;20050101;1;20050101;20050526;O;6210;14;83022030;10.25;;0.00;20041026;RAP;3326196068
043;20050101;2;20050101;20050526;K;6210;14;63099999;1.00;;0.00;20041026;RAP;3326196068
043;20040101;1;20040101;20041231;O;6210;14;83022030;10.20;;0.00;20031029;RAP;3276500668
043;20040101;2;20040101;20041231;K;6210;14;63099999;1.00;;0.00;20031029;RAP;3276500668
043;20020101;1;20020101;20031231;O;6210;14;83022030;9.75;;0.00;20011031;EUR;3213621520
043;20020101;2;20020101;20031231;K;6210;14;63099999;1.00;;0.00;20030926;RAP;3273646121
043;20010101;1;20010101;20011231;O;6210;14;83022030;21.50;;0.00;20011031;RAP;3213621519
043;20010101;2;20010101;20011231;K;6210;14;63022030;1.00;;0.00;20011031;RAP;3213621519
043;20000101;1;20000101;20001231;O;6210;14;83022030;22.50;;0.00;19991028;RAP;3150181607
043;20000101;2;20000101;20001231;K;6210;14;63022030;1.00;;0.00;19991028;RAP;3150181607
043;19990101;1;19990101;19991231;O;6210;14;83022030;23.50;;0.00;19981023;RAP;3118228683
043;19990101;2;19990101;19991231;K;6210;14;63022030;1.00;;0.00;19981023;RAP;3118228683
043;19960101;1;19960101;19981231;O;6210;14;83022030;23.00;;0.00;19961003;INI;0
043;19960101;2;19960101;19981231;K;6210;14;63022030;1.00;;0.00;19961003;INI;0
044;20080101;1;20080101;20091231;O;2050;1141;82181000;88.00;;0.00;20091102;SAP;3466256504
044;20080101;2;20080101;20091231;K;2050;1141;62099999;1.00;;0.00;20091102;SAP;3466256504
044;20060101;1;20060101;20071231;O;2050;1141;82181000;85.00;;0.00;20071204;SAP;3405862912
044;20060101;2;20060101;20071231;K;2050;1141;62099999;1.00;;0.00;20071204;SAP;3405862912
044;20050914;1;20050914;20051231;O;2050;1141;82181000;84.00;;0.00;20051019;SAP;3338816440
044;20050914;2;20050914;20051231;K;2050;1141;62099999;1.00;;0.00;20051019;SAP;3338816440
044;20020101;1;20020101;20021231;O;6210;1291;83021250;11.30;;0.00;20011031;EUR;3213621520
044;20020101;2;20020101;20021231;K;6210;1291;63099999;1.00;;0.00;20011031;EUR;3213621520
044;20000101;1;20000101;20011231;O;6210;1291;83021250;25.00;;0.00;20011031;RAP;3213621519
044;20000101;2;20000101;20011231;K;6210;1291;63099999;1.00;;0.00;20011031;RAP;3213621519
044;19980601;1;19980601;19991231;O;6210;29;83021250;25.00;;0.00;20010616;RAP;3201759082
044;19980601;2;19980601;19991231;K;6210;29;63021250;1.00;;0.00;20010616;RAP;3201759082
044;19960101;1;19960101;19980531;O;6210;14;82181000;25.00;;0.00;19961003;INI;0
044;19960101;2;19960101;19980531;K;6210;14;62181000;1.00;;0.00;19961003;INI;0
045;20070424;1;20070424;20091231;O;3010;1292;83022110;9.00;;0.00;20091102;SAP;3466256504
045;20070424;2;20070424;20091231;K;3010;1292;63099999;1.00;;0.00;20091102;SAP;3466256504
045;20070101;1;20070101;20070423;O;3010;1291;83022110;9.00;;0.00;20061231;SAP;3386422939
045;20070101;2;20070101;20070423;K;3010;1291;63099999;1.00;;0.00;20061231;SAP;3386422939
045;20050527;1;20050527;20061231;O;3010;1291;83022110;10.25;;0.00;20061204;SAP;3374326930
045;20050527;2;20050527;20061231;K;3010;1291;63099999;1.00;;0.00;20061204;SAP;3374326930
045;20050101;1;20050101;20050526;O;3010;29;83022110;10.25;;0.00;20041026;RAP;3326196068
045;20050101;2;20050101;20050526;K;3010;29;63099999;1.00;;0.00;20041026;RAP;3326196068
045;20040101;1;20040101;20041231;O;3010;29;83022110;10.20;;0.00;20031029;RAP;3276500724
045;20040101;2;20040101;20041231;K;3010;29;63099999;1.00;;0.00;20031029;RAP;3276500724
045;20020101;1;20020101;20031231;O;3010;29;83022110;9.75;;0.00;20011212;RAP;3217242983
045;20020101;2;20020101;20031231;K;3010;29;63099999;1.00;;0.00;20030926;RAP;3273646611
045;20010101;1;20010101;20011231;O;3270;29;83022110;21.50;;0.00;20011031;RAP;3213621519
045;20010101;2;20010101;20011231;K;3270;29;63022110;1.00;;0.00;20011031;RAP;3213621519
045;20000101;1;20000101;20001231;O;3270;29;83022110;22.50;;0.00;19991028;RAP;3150182207
045;20000101;2;20000101;20001231;K;3270;29;63022110;1.00;;0.00;19991028;RAP;3150182207
045;19990101;1;19990101;19991231;O;3270;29;83022110;23.50;;0.00;19981023;RAP;3118228716
045;19990101;2;19990101;19991231;K;3270;29;63022110;1.00;;0.00;19981023;RAP;3118228716
045;19960101;1;19960101;19981231;O;3270;29;83022110;23.00;;0.00;19961003;INI;0
045;19960101;2;19960101;19981231;K;3270;29;63022110;1.00;;0.00;19961003;INI;0
046;20050707;1;20050707;20091231;O;2050;1141;82181000;0.00;;0.00;20091102;SAP;3466256504
046;20050707;2;20050707;20091231;K;2050;1141;62099999;1.00;;0.00;20091102;SAP;3466256504
046;20000101;1;20000101;20050706;O;6210;1141;82180000;0.00;;0.00;20010616;RAP;3329744453
046;20000101;2;20000101;20050706;K;6210;1141;62180000;1.00;;0.00;20010616;RAP;3329744453
046;19970204;1;19970204;19991231;O;6210;14;82180000;0.00;;0.00;20010616;RAP;3201759082
046;19970204;2;19970204;19991231;K;6210;14;62180000;1.00;;0.00;20010616;RAP;3201759082
047;20080401;1;20080401;20091231;O;2050;1141;82181000;0.00;;0.00;20091102;SAP;3466256504
047;20080401;2;20080401;20091231;K;2050;1141;62099999;1.00;;0.00;20091102;SAP;3466256504
047;20050707;1;20050707;20080331;O;2050;1141;82181000;0.00;;0.00;20050706;SAP;3329744453
047;20050707;2;20050707;20080331;K;2050;1141;62099999;1.00;;0.00;20050706;SAP;3329744453
047;20020101;1;20020101;20050706;O;6210;1141;82180000;0.00;;0.00;20011031;RAP;3329744453
047;20020101;2;20020101;20050706;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3329744453
047;20000101;1;20000101;20011231;O;6210;1141;82180000;0.00;;0.00;20011031;RAP;3213621519
047;20000101;2;20000101;20011231;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3213621519
047;19970204;1;19970204;19991231;O;6210;14;82180000;0.00;;0.00;20010616;RAP;3201759082
047;19970204;2;19970204;19991231;K;6210;14;62180000;1.00;;0.00;20010616;RAP;3201759082
048;20060101;1;20060101;20070423;O;2050;1141;82181200;84.00;;0.00;20051230;SAP;3345037276
048;20060101;2;20060101;20070423;K;2050;1141;62099999;1.00;;0.00;20051230;SAP;3345037276
048;20050527;1;20050527;20051231;O;2050;1141;82181200;80.00;;0.00;20051019;SAP;3338816440
048;20050527;2;20050527;20051231;K;2050;1141;62099999;1.00;;0.00;20051019;SAP;3338816440
048;20050101;1;20050101;20050526;O;6210;1141;82181200;80.00;;0.00;20041026;RAP;3326196068
048;20050101;2;20050101;20050526;K;6210;1141;62099999;1.00;;0.00;20041026;RAP;3326196068
048;20040101;1;20040101;20041231;O;6210;1141;82181200;78.00;;0.00;20031106;RAP;3277193503
048;20040101;2;20040101;20041231;K;6210;1141;62099999;1.00;;0.00;20031106;RAP;3277193503
048;20031105;1;20031105;20031231;O;6210;1141;82181200;75.00;;0.00;20031104;RAP;3277026885
048;20031105;2;20031105;20031231;K;6210;1141;62099999;1.00;;0.00;20031104;RAP;3277026885
048;20031101;1;20031101;20031104;O;6210;1141;82181200;78.00;;0.00;20031031;RAP;3276689463
048;20031101;2;20031101;20031104;K;6210;1141;62099999;1.00;;0.00;20031031;RAP;3276689463
048;20030101;1;20030101;20031031;O;6210;1141;82181000;75.00;;0.00;20021008;RAP;3243162247
048;20030101;2;20030101;20031031;K;6210;1141;62099999;1.00;;0.00;20030926;RAP;3273648195
048;20020101;1;20020101;20021231;O;6210;1141;82181000;74.85;;0.00;20011031;EUR;3213621520
048;20020101;2;20020101;20021231;K;6210;1141;62181000;1.00;;0.00;20011031;EUR;3213621520
048;20000501;1;20000501;20011231;O;6210;1141;82181000;165.00;;0.00;20011031;RAP;3213621519
048;20000501;2;20000501;20011231;K;6210;1141;62181000;1.00;;0.00;20011031;RAP;3213621519
048;20000101;1;20000101;20000430;O;1160;3;81030210;165.00;;0.00;19991028;RAP;3150182299
048;20000101;2;20000101;20000430;K;1160;3;61030210;1.00;;0.00;19991028;RAP;3150182299
048;19990205;1;19990205;19991231;O;1160;3;81030210;160.00;;0.00;19990209;RAP;3127644551
048;19990205;2;19990205;19991231;K;1160;3;61030210;1.00;;0.00;19990209;RAP;3127644551
048;19980402;1;19980402;19990204;O;1160;2;81030210;150.00;;0.00;19981119;RAP;3120553809
048;19980402;2;19980402;19990204;K;1160;2;61030210;1.00;;0.00;19981119;RAP;3120553809
049;20120103;1;20120103;99999999;O;3010;1291;83011050;4.50;;0.00;20120102;SAP;3534598818
049;20120103;2;20120103;99999999;K;3010;1291;63099999;1.00;;0.00;20120102;SAP;3534598818
049;20090206;1;20090206;20120102;O;3010;1291;83011050;4.90;;0.00;20090205;SAP;3534598818
049;20090206;2;20090206;20120102;K;3010;1291;63099999;1.00;;0.00;20090205;SAP;3534598818
049;20060712;1;20060712;20090205;O;3010;1291;83011050;4.90;;0.00;20060711;SAP;3442928549
049;20060712;2;20060712;20090205;K;3010;1291;63099999;1.00;;0.00;20060711;SAP;3442928549
049;20050601;1;20050601;20060711;O;3010;1291;83011020;4.90;;0.00;20050531;SAP;3361712484
049;20050601;2;20050601;20060711;K;3010;1291;63099999;1.00;;0.00;20050531;SAP;3361712484
049;20050527;1;20050527;20050531;O;2050;1141;82122100;0.00;;0.00;20050526;SAP;3326696293
049;20050527;2;20050527;20050531;K;2050;1141;62099999;1.00;;0.00;20050526;SAP;3326696293
049;20050101;1;20050101;20050526;O;6210;1141;82122100;0.00;;0.00;20041026;RAP;3326196068
049;20050101;2;20050101;20050526;K;6210;1141;62099999;0.00;;0.00;20041026;RAP;3326196068
049;20030101;1;20030101;20041231;O;6210;1141;82122100;10.00;;0.00;20021008;RAP;3243162378
049;20030101;2;20030101;20041231;K;6210;1141;62099999;1.00;;0.00;20021008;RAP;3243162378
049;20020101;1;20020101;20021231;O;6210;1141;82122100;9.05;;0.00;20011031;EUR;3213621521
049;20020101;2;20020101;20021231;K;6210;1141;62099999;1.00;;0.00;20011031;EUR;3213621521
049;20000101;1;20000101;20011231;O;6210;1141;82122100;20.00;;0.00;20011031;RAP;3213621520
049;20000101;2;20000101;20011231;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3213621520
049;19990115;1;19990115;19991231;O;6210;14;82122100;20.00;;0.00;20010616;RAP;3201759082
049;19990115;2;19990115;19991231;K;6210;14;62122100;1.00;;0.00;20010616;RAP;3201759082
049;19990101;1;19990101;19990114;O;6210;14;82122100;20.00;;0.00;19990114;RAP;3125400489
049;19990101;2;19990101;19990114;K;6210;14;62122100;1.00;;0.00;19990114;RAP;3125400489
050;20050901;1;20050901;20091231;O;2050;1141;82110850;22.50;;0.00;20091102;SAP;3466256504
050;20050901;2;20050901;20091231;K;2050;1141;62099999;1.00;;0.00;20091102;SAP;3466256504
050;20030101;1;20030101;20041231;O;6210;1141;82122100;10.00;H;19.00;20021008;RAP;3243162780
050;20030101;2;20030101;20041231;B;6210;1141;17401010;1.90;;0.00;20021008;RAP;3243162780
050;20030101;3;20030101;20041231;K;6210;1141;62099999;1.00;;0.00;20021008;RAP;3243162780
050;20020101;1;20020101;20021231;O;6210;1141;82122100;9.05;H;19.00;20011031;EUR;3213621521
050;20020101;2;20020101;20021231;B;6210;1141;17401010;1.72;;0.00;20011031;EUR;3213621521
050;20020101;3;20020101;20021231;K;6210;1141;62099999;1.00;;0.00;20011031;EUR;3213621521
050;20010101;1;20010101;20011231;O;6210;1141;82122100;20.00;H;19.00;20011031;RAP;3213621520
050;20010101;2;20010101;20011231;B;6210;1141;17401010;3.80;;0.00;20011031;RAP;3213621520
050;20010101;3;20010101;20011231;K;6210;1141;62099999;1.00;;0.00;20011031;RAP;3213621520
050;19990115;1;19990115;20001231;O;6210;14;82122100;20.00;H;17.50;19990114;RAP;3125400721
050;19990115;2;19990115;20001231;B;6210;14;17002200;3.50;;0.00;19990114;RAP;3125400721
050;19990115;3;19990115;20001231;K;6210;14;62122100;1.00;;0.00;19990114;RAP;3125400721
050;19990101;1;19990101;19990114;O;6210;14;82122100;20.00;H;17.50;19990114;RAP;3125400721
050;19990101;2;19990101;19990114;B;6210;14;17002200;3.50;;0.00;19990114;RAP;3125400721
050;19990101;3;19990101;19990114;K;6210;14;62122100;1.00;;0.00;19990114;RAP;3125400721
051;20090204;1;20090204;20090630;O;2050;1151;82121100;120.00;;0.00;20090623;SAP;3454851720
051;20090204;2;20090204;20090630;K;2050;1151;62099999;1.00;;0.00;20090623;SAP;3454851720
051;20080701;1;20080701;20090203;O;2050;1151;82121100;120.00;;0.00;20080630;SAP;3442755715
051;20080701;2;20080701;20090203;K;2050;1151;62099999;1.00;;0.00;20080630;SAP;3442755715
051;20080101;1;20080101;20080630;O;2050;1151;82121100;125.00;;0.00;20080530;SAP;3421242094
051;20080101;2;20080101;20080630;K;2050;1151;62099999;1.00;;0.00;20080530;SAP;3421242094
051;20070101;1;20070101;20071231;O;2050;1151;82121100;120.00;;0.00;20071009;SAP;3401024539
051;20070101;2;20070101;20071231;K;2050;1151;62099999;1.00;;0.00;20071009;SAP;3401024539
051;20060101;1;20060101;20061231;O;2050;1151;82121100;125.00;;0.00;20061204;SAP;3374326930
051;20060101;2;20060101;20061231;K;2050;1151;62099999;1.00;;0.00;20061204;SAP;3374326930
051;20050527;1;20050527;20051231;O;2050;1151;82121100;130.00;;0.00;20051019;SAP;3338816440
051;20050527;2;20050527;20051231;K;2050;1151;62099999;1.00;;0.00;20051019;SAP;3338816440
051;20050101;1;20050101;20050526;O;6220;15;82121100;130.00;;0.00;20041028;RAP;3326196068
051;20050101;2;20050101;20050526;K;6220;15;62099999;1.00;;0.00;20041028;RAP;3326196068
051;20040101;1;20040101;20041231;O;6220;15;82121100;118.50;;0.00;20031029;RAP;3276501695
051;20040101;2;20040101;20041231;K;6220;15;62099999;1.00;;0.00;20031029;RAP;3276501695
051;20030101;1;20030101;20031231;O;6220;15;82121100;110.00;;0.00;20021008;RAP;3243164717
051;20030101;2;20030101;20031231;K;6220;15;62099999;1.00;;0.00;20030926;RAP;3273648371
051;20020101;1;20020101;20021231;O;6220;15;82121100;107.00;;0.00;20011031;EUR;3213621521
051;20020101;2;20020101;20021231;K;6220;15;62121100;1.00;;0.00;20011031;EUR;3213621521
051;20010101;1;20010101;20011231;O;6220;15;82121100;225.00;;0.00;20011031;RAP;3213621520
051;20010101;2;20010101;20011231;K;6220;15;62121100;1.00;;0.00;20011031;RAP;3213621520
051;20000101;1;20000101;20001231;O;6220;15;82121100;215.00;;0.00;19991028;RAP;3150182359
051;20000101;2;20000101;20001231;K;6220;15;62121100;1.00;;0.00;19991028;RAP;3150182359
051;19990101;1;19990101;19991231;O;6220;15;82121100;205.00;;0.00;19981023;RAP;3118228750
051;19990101;2;19990101;19991231;K;6220;15;62121100;1.00;;0.00;19981023;RAP;3118228750
051;19980101;1;19980101;19981231;O;6220;15;82121100;195.00;;0.00;19971030;RAP;3087270826
051;19980101;2;19980101;19981231;K;6220;15;62121100;1.00;;0.00;19971030;RAP;3087270826
051;19960101;1;19960101;19971231;O;6220;15;82121100;187.00;;0.00;19960419;RAP;3038981103
051;19960101;2;19960101;19971231;K;6220;15;62121100;1.00;;0.00;19960925;RAP;3052727396
052;20050527;1;20050527;20071231;O;2050;1151;82121100;35.00;;0.00;20071009;SAP;3401024539
052;20050527;2;20050527;20071231;K;2050;1151;62099999;1.00;;0.00;20071009;SAP;3401024539
052;20050101;1;20050101;20050526;O;6220;1151;82121100;35.00;;0.00;20041028;RAP;3326196068
052;20050101;2;20050101;20050526;K;6220;1151;62099999;1.00;;0.00;20041028;RAP;3326196068
052;20040101;1;20040101;20041231;O;6220;1151;82121100;35.00;;0.00;20031029;RAP;3276501758
052;20040101;2;20040101;20041231;K;6220;1151;62099999;1.00;;0.00;20031029;RAP;3276501758
052;20020101;1;20020101;20031231;O;6220;1151;82121100;70.00;;0.00;20011031;EUR;3213621521
052;20020101;2;20020101;20031231;K;6220;1151;62099999;1.00;;0.00;20011031;EUR;3213621521
052;20000101;1;20000101;20011231;O;6220;1151;82121100;70.00;;0.00;20011031;RAP;3213621520
052;20000101;2;20000101;20011231;K;6220;1151;62099999;1.00;;0.00;20011031;RAP;3213621520
052;19960101;1;19960101;19991231;O;6220;15;82121100;70.00;;0.00;20010616;RAP;3201759082
052;19960101;2;19960101;19991231;K;6220;15;62121100;1.00;;0.00;20010616;RAP;3201759082
053;20080101;1;20080101;20110331;O;2050;1151;82121100;25.00;;0.00;20110325;SAP;3510147635
053;20080101;2;20080101;20110331;K;2050;1151;62099999;1.00;;0.00;20110325;SAP;3510147635
053;20050527;1;20050527;20071231;O;2050;1151;82121100;35.00;;0.00;20071009;SAP;3401024539
